customer_id,instrument_id,first_used,last_used,source
C07273,P05840,2025-01-01,2026-08-01,baseline
C07274,P03339,2025-01-01,2026-08-01,baseline
C07275,P09730,2025-01-01,2026-08-01,baseline
C07276,P05455,2025-01-01,2026-08-01,baseline
C07277,P00600,2025-01-01,2026-08-01,baseline
C07278,P09543,2025-01-01,2026-08-01,baseline
C07279,P06318,2025-01-01,2026-08-01,baseline
C07280,P09165,2025-01-01,2026-08-01,baseline
C07281,P06023,2025-01-01,2026-08-01,baseline
C07282,P08375,2025-01-01,2026-08-01,baseline
C07283,P02081,2025-01-01,2026-08-01,baseline
C07284,P01064,2025-01-01,2026-08-01,baseline
C07285,P02399,2025-01-01,2026-08-01,baseline
C07286,P09167,2025-01-01,2026-08-01,baseline
C07287,P08323,2025-01-01,2026-08-01,baseline
C07288,P05890,2025-01-01,2026-08-01,baseline
C07289,P00049,2025-01-01,2026-08-01,baseline
C07290,P09550,2025-01-01,2026-08-01,baseline
C07291,P02190,2025-01-01,2026-08-01,baseline
C07292,P08766,2025-01-01,2026-08-01,baseline
C07293,P08674,2025-01-01,2026-08-01,baseline
C07294,P07575,2025-01-01,2026-08-01,baseline
C07295,P06643,2025-01-01,2026-08-01,baseline
C07296,P01756,2025-01-01,2026-08-01,baseline
C07297,P03495,2025-01-01,2026-08-01,baseline
C07298,P06890,2025-01-01,2026-08-01,baseline
C07299,P03028,2025-01-01,2026-08-01,baseline
C07300,P04223,2025-01-01,2026-08-01,baseline
C07301,P00877,2025-01-01,2026-08-01,baseline
C07302,P04618,2025-01-01,2026-08-01,baseline
C07303,P01369,2025-01-01,2026-08-01,baseline
C07304,P05450,2025-01-01,2026-08-01,baseline
C07305,P07386,2025-01-01,2026-08-01,baseline
C07306,P07634,2025-01-01,2026-08-01,baseline
C07307,P05048,2025-01-01,2026-08-01,baseline
C07308,P00882,2025-01-01,2026-08-01,baseline
C07309,P05398,2025-01-01,2026-08-01,baseline
C07310,P03212,2025-01-01,2026-08-01,baseline
C07311,P06329,2025-01-01,2026-08-01,baseline
C07312,P02832,2025-01-01,2026-08-01,baseline
C07313,P01520,2025-01-01,2026-08-01,baseline
C07314,P04743,2025-01-01,2026-08-01,baseline
C07315,P02714,2025-01-01,2026-08-01,baseline
C07316,P09115,2025-01-01,2026-08-01,baseline
C07317,P06825,2025-01-01,2026-08-01,baseline
C07318,P07939,2025-01-01,2026-08-01,baseline
C07319,P06287,2025-01-01,2026-08-01,baseline
C07320,P03256,2025-01-01,2026-08-01,baseline
C07321,P05128,2025-01-01,2026-08-01,baseline
C07322,P00089,2025-01-01,2026-08-01,baseline
C07323,P09434,2025-01-01,2026-08-01,baseline
C07324,P00398,2025-01-01,2026-08-01,baseline
C07325,P02199,2025-01-01,2026-08-01,baseline
C07326,P05977,2025-01-01,2026-08-01,baseline
C07327,P05693,2025-01-01,2026-08-01,baseline
C07328,P08158,2025-01-01,2026-08-01,baseline
C07329,P01887,2025-01-01,2026-08-01,baseline
C07330,P07847,2025-01-01,2026-08-01,baseline
C07331,P01030,2025-01-01,2026-08-01,baseline
C07332,P06978,2025-01-01,2026-08-01,baseline
C07333,P07660,2025-01-01,2026-08-01,baseline
C07334,P07185,2025-01-01,2026-08-01,baseline
C07335,P07679,2025-01-01,2026-08-01,baseline
C07336,P07100,2025-01-01,2026-08-01,baseline
C07337,P01016,2025-01-01,2026-08-01,baseline
C07338,P03007,2025-01-01,2026-08-01,baseline
C07339,P08615,2025-01-01,2026-08-01,baseline
C07340,P03785,2025-01-01,2026-08-01,baseline
C07341,P02029,2025-01-01,2026-08-01,baseline
C07342,P09231,2025-01-01,2026-08-01,baseline
C07343,P09039,2025-01-01,2026-08-01,baseline
C07344,P04203,2025-01-01,2026-08-01,baseline
C07345,P09141,2025-01-01,2026-08-01,baseline
C07346,P06697,2025-01-01,2026-08-01,baseline
C07347,P03757,2025-01-01,2026-08-01,baseline
C07348,P00070,2025-01-01,2026-08-01,baseline
C07349,P06369,2025-01-01,2026-08-01,baseline
C07350,P09818,2025-01-01,2026-08-01,baseline
C07351,P02739,2025-01-01,2026-08-01,baseline
C07352,P01927,2025-01-01,2026-08-01,baseline
C07353,P07535,2025-01-01,2026-08-01,baseline
C07354,P07342,2025-01-01,2026-08-01,baseline
C07355,P01154,2025-01-01,2026-08-01,baseline
C07356,P04388,2025-01-01,2026-08-01,baseline
C07357,P07890,2025-01-01,2026-08-01,baseline
C07358,P07654,2025-01-01,2026-08-01,baseline
C07359,P04092,2025-01-01,2026-08-01,baseline
C07360,P09347,2025-01-01,2026-08-01,baseline
C07361,P02535,2025-01-01,2026-08-01,baseline
C07362,P08995,2025-01-01,2026-08-01,baseline
C07363,P07742,2025-01-01,2026-08-01,baseline
C07364,P00938,2025-01-01,2026-08-01,baseline
C07365,P08285,2025-01-01,2026-08-01,baseline
C07366,P09649,2025-01-01,2026-08-01,baseline
C07367,P00612,2025-01-01,2026-08-01,baseline
C07368,P05532,2025-01-01,2026-08-01,baseline
C07369,P08467,2025-01-01,2026-08-01,baseline
C07370,P08607,2025-01-01,2026-08-01,baseline
C07371,P07644,2025-01-01,2026-08-01,baseline
C07372,P02451,2025-01-01,2026-08-01,baseline
C07373,P06190,2025-01-01,2026-08-01,baseline
C07374,P01333,2025-01-01,2026-08-01,baseline
C07375,P09263,2025-01-01,2026-08-01,baseline
C07376,P05407,2025-01-01,2026-08-01,baseline
C07377,P00035,2025-01-01,2026-08-01,baseline
C07378,P05836,2025-01-01,2026-08-01,baseline
C07379,P08484,2025-01-01,2026-08-01,baseline
C07380,P04500,2025-01-01,2026-08-01,baseline
C07381,P05371,2025-01-01,2026-08-01,baseline
C07382,P04792,2025-01-01,2026-08-01,baseline
C07383,P01175,2025-01-01,2026-08-01,baseline
C07384,P06579,2025-01-01,2026-08-01,baseline
C07385,P00022,2025-01-01,2026-08-01,baseline
C07386,P01914,2025-01-01,2026-08-01,baseline
C07387,P09585,2025-01-01,2026-08-01,baseline
C07388,P02796,2025-01-01,2026-08-01,baseline
C07389,P04463,2025-01-01,2026-08-01,baseline
C07390,P04826,2025-01-01,2026-08-01,baseline
C07391,P02050,2025-01-01,2026-08-01,baseline
C07392,P08096,2025-01-01,2026-08-01,baseline
C07393,P08815,2025-01-01,2026-08-01,baseline
C07394,P08323,2025-01-01,2026-08-01,baseline
C07395,P09557,2025-01-01,2026-08-01,baseline
C07396,P09625,2025-01-01,2026-08-01,baseline
C07397,P04869,2025-01-01,2026-08-01,baseline
C07398,P00884,2025-01-01,2026-08-01,baseline
C07399,P06923,2025-01-01,2026-08-01,baseline
C07400,P04538,2025-01-01,2026-08-01,baseline
C07401,P03785,2025-01-01,2026-08-01,baseline
C07402,P02207,2025-01-01,2026-08-01,baseline
C07403,P02647,2025-01-01,2026-08-01,baseline
C07404,P06090,2025-01-01,2026-08-01,baseline
C07405,P05777,2025-01-01,2026-08-01,baseline
C07406,P02465,2025-01-01,2026-08-01,baseline
C07407,P04296,2025-01-01,2026-08-01,baseline
C07408,P03191,2025-01-01,2026-08-01,baseline
C07409,P03787,2025-01-01,2026-08-01,baseline
C07410,P05079,2025-01-01,2026-08-01,baseline
C07411,P08611,2025-01-01,2026-08-01,baseline
C07412,P08271,2025-01-01,2026-08-01,baseline
C07413,P08761,2025-01-01,2026-08-01,baseline
C07414,P08561,2025-01-01,2026-08-01,baseline
C07415,P07078,2025-01-01,2026-08-01,baseline
C07416,P09314,2025-01-01,2026-08-01,baseline
C07417,P02632,2025-01-01,2026-08-01,baseline
C07418,P05970,2025-01-01,2026-08-01,baseline
C07419,P02670,2025-01-01,2026-08-01,baseline
C07420,P02628,2025-01-01,2026-08-01,baseline
C07421,P01928,2025-01-01,2026-08-01,baseline
C07422,P02266,2025-01-01,2026-08-01,baseline
C07423,P07292,2025-01-01,2026-08-01,baseline
C07424,P03453,2025-01-01,2026-08-01,baseline
C07425,P03060,2025-01-01,2026-08-01,baseline
C07426,P01216,2025-01-01,2026-08-01,baseline
C07427,P02584,2025-01-01,2026-08-01,baseline
C07428,P09417,2025-01-01,2026-08-01,baseline
C07429,P00218,2025-01-01,2026-08-01,baseline
C07430,P00204,2025-01-01,2026-08-01,baseline
C07431,P08098,2025-01-01,2026-08-01,baseline
C07432,P00569,2025-01-01,2026-08-01,baseline
C07433,P02416,2025-01-01,2026-08-01,baseline
C07434,P04060,2025-01-01,2026-08-01,baseline
C07435,P08082,2025-01-01,2026-08-01,baseline
C07436,P01258,2025-01-01,2026-08-01,baseline
C07437,P04518,2025-01-01,2026-08-01,baseline
C07438,P04143,2025-01-01,2026-08-01,baseline
C07439,P01353,2025-01-01,2026-08-01,baseline
C07440,P01320,2025-01-01,2026-08-01,baseline
C07441,P04216,2025-01-01,2026-08-01,baseline
C07442,P05543,2025-01-01,2026-08-01,baseline
C07443,P04214,2025-01-01,2026-08-01,baseline
C07444,P07818,2025-01-01,2026-08-01,baseline
C07445,P08500,2025-01-01,2026-08-01,baseline
C07446,P00813,2025-01-01,2026-08-01,baseline
C07447,P05826,2025-01-01,2026-08-01,baseline
C07448,P08132,2025-01-01,2026-08-01,baseline
C07449,P03136,2025-01-01,2026-08-01,baseline
C07450,P09918,2025-01-01,2026-08-01,baseline
C07451,P09916,2025-01-01,2026-08-01,baseline
C07452,P09141,2025-01-01,2026-08-01,baseline
C07453,P07095,2025-01-01,2026-08-01,baseline
C07454,P00285,2025-01-01,2026-08-01,baseline
C07455,P01587,2025-01-01,2026-08-01,baseline
C07456,P06465,2025-01-01,2026-08-01,baseline
C07457,P05500,2025-01-01,2026-08-01,baseline
C07458,P02643,2025-01-01,2026-08-01,baseline
C07459,P01772,2025-01-01,2026-08-01,baseline
C07460,P09215,2025-01-01,2026-08-01,baseline
C07461,P02230,2025-01-01,2026-08-01,baseline
C07462,P02858,2025-01-01,2026-08-01,baseline
C07463,P07619,2025-01-01,2026-08-01,baseline
C07464,P03736,2025-01-01,2026-08-01,baseline
C07465,P09400,2025-01-01,2026-08-01,baseline
C07466,P00071,2025-01-01,2026-08-01,baseline
C07467,P08458,2025-01-01,2026-08-01,baseline
C07468,P07125,2025-01-01,2026-08-01,baseline
C07469,P07887,2025-01-01,2026-08-01,baseline
C07470,P00342,2025-01-01,2026-08-01,baseline
C07471,P00969,2025-01-01,2026-08-01,baseline
C07472,P03349,2025-01-01,2026-08-01,baseline
C07473,P02647,2025-01-01,2026-08-01,baseline
C07474,P02078,2025-01-01,2026-08-01,baseline
C07475,P01366,2025-01-01,2026-08-01,baseline
C07476,P00588,2025-01-01,2026-08-01,baseline
C07477,P02131,2025-01-01,2026-08-01,baseline
C07478,P07039,2025-01-01,2026-08-01,baseline
C07479,P04814,2025-01-01,2026-08-01,baseline
C07480,P03047,2025-01-01,2026-08-01,baseline
C07481,P01840,2025-01-01,2026-08-01,baseline
C07482,P02030,2025-01-01,2026-08-01,baseline
C07483,P03205,2025-01-01,2026-08-01,baseline
C07484,P03086,2025-01-01,2026-08-01,baseline
C07485,P09940,2025-01-01,2026-08-01,baseline
C07486,P06328,2025-01-01,2026-08-01,baseline
C07487,P00436,2025-01-01,2026-08-01,baseline
C07488,P04048,2025-01-01,2026-08-01,baseline
C07489,P08466,2025-01-01,2026-08-01,baseline
C07490,P06565,2025-01-01,2026-08-01,baseline
C07491,P00293,2025-01-01,2026-08-01,baseline
C07492,P01776,2025-01-01,2026-08-01,baseline
C07493,P02236,2025-01-01,2026-08-01,baseline
C07494,P08945,2025-01-01,2026-08-01,baseline
C07495,P09096,2025-01-01,2026-08-01,baseline
C07496,P06628,2025-01-01,2026-08-01,baseline
C07497,P06310,2025-01-01,2026-08-01,baseline
C07498,P04483,2025-01-01,2026-08-01,baseline
C07499,P01128,2025-01-01,2026-08-01,baseline
C07500,P02624,2025-01-01,2026-08-01,baseline
C07501,P06530,2025-01-01,2026-08-01,baseline
C07502,P04763,2025-01-01,2026-08-01,baseline
C07503,P02867,2025-01-01,2026-08-01,baseline
C07504,P06550,2025-01-01,2026-08-01,baseline
C07505,P03999,2025-01-01,2026-08-01,baseline
C07506,P00716,2025-01-01,2026-08-01,baseline
C07507,P08542,2025-01-01,2026-08-01,baseline
C07508,P04171,2025-01-01,2026-08-01,baseline
C07509,P04827,2025-01-01,2026-08-01,baseline
C07510,P04790,2025-01-01,2026-08-01,baseline
C07511,P02639,2025-01-01,2026-08-01,baseline
C07512,P01498,2025-01-01,2026-08-01,baseline
C07513,P06027,2025-01-01,2026-08-01,baseline
C07514,P05556,2025-01-01,2026-08-01,baseline
C07515,P04893,2025-01-01,2026-08-01,baseline
C07516,P09898,2025-01-01,2026-08-01,baseline
C07517,P01778,2025-01-01,2026-08-01,baseline
C07518,P05217,2025-01-01,2026-08-01,baseline
C07519,P03938,2025-01-01,2026-08-01,baseline
C07520,P03123,2025-01-01,2026-08-01,baseline
C07521,P03887,2025-01-01,2026-08-01,baseline
C07522,P06206,2025-01-01,2026-08-01,baseline
C07523,P00022,2025-01-01,2026-08-01,baseline
C07524,P04470,2025-01-01,2026-08-01,baseline
C07525,P02324,2025-01-01,2026-08-01,baseline
C07526,P05888,2025-01-01,2026-08-01,baseline
C07527,P09426,2025-01-01,2026-08-01,baseline
C07528,P02207,2025-01-01,2026-08-01,baseline
C07529,P05484,2025-01-01,2026-08-01,baseline
C07530,P00802,2025-01-01,2026-08-01,baseline
C07531,P01847,2025-01-01,2026-08-01,baseline
C07532,P05020,2025-01-01,2026-08-01,baseline
C07533,P03899,2025-01-01,2026-08-01,baseline
C07534,P03645,2025-01-01,2026-08-01,baseline
C07535,P08332,2025-01-01,2026-08-01,baseline
C07536,P02191,2025-01-01,2026-08-01,baseline
C07537,P09324,2025-01-01,2026-08-01,baseline
C07538,P01594,2025-01-01,2026-08-01,baseline
C07539,P01096,2025-01-01,2026-08-01,baseline
C07540,P03235,2025-01-01,2026-08-01,baseline
C07541,P01202,2025-01-01,2026-08-01,baseline
C07542,P07184,2025-01-01,2026-08-01,baseline
C07543,P03150,2025-01-01,2026-08-01,baseline
C07544,P04212,2025-01-01,2026-08-01,baseline
C07545,P01198,2025-01-01,2026-08-01,baseline
C07546,P09542,2025-01-01,2026-08-01,baseline
C07547,P09631,2025-01-01,2026-08-01,baseline
C07548,P04327,2025-01-01,2026-08-01,baseline
C07549,P01693,2025-01-01,2026-08-01,baseline
C07550,P09864,2025-01-01,2026-08-01,baseline
C07551,P04657,2025-01-01,2026-08-01,baseline
C07552,P02500,2025-01-01,2026-08-01,baseline
C07553,P01000,2025-01-01,2026-08-01,baseline
C07554,P02846,2025-01-01,2026-08-01,baseline
C07555,P09118,2025-01-01,2026-08-01,baseline
C07556,P03192,2025-01-01,2026-08-01,baseline
C07557,P00331,2025-01-01,2026-08-01,baseline
C07558,P07120,2025-01-01,2026-08-01,baseline
C07559,P09608,2025-01-01,2026-08-01,baseline
C07560,P00489,2025-01-01,2026-08-01,baseline
C07561,P04405,2025-01-01,2026-08-01,baseline
C07562,P03143,2025-01-01,2026-08-01,baseline
C07563,P00151,2025-01-01,2026-08-01,baseline
C07564,P06958,2025-01-01,2026-08-01,baseline
C07565,P05754,2025-01-01,2026-08-01,baseline
C07566,P05081,2025-01-01,2026-08-01,baseline
C07567,P06230,2025-01-01,2026-08-01,baseline
C07568,P03181,2025-01-01,2026-08-01,baseline
C07569,P01301,2025-01-01,2026-08-01,baseline
C07570,P06482,2025-01-01,2026-08-01,baseline
C07571,P03709,2025-01-01,2026-08-01,baseline
C07572,P03934,2025-01-01,2026-08-01,baseline
C07573,P08602,2025-01-01,2026-08-01,baseline
C07574,P06575,2025-01-01,2026-08-01,baseline
C07575,P08733,2025-01-01,2026-08-01,baseline
C07576,P07122,2025-01-01,2026-08-01,baseline
C07577,P08410,2025-01-01,2026-08-01,baseline
C07578,P08273,2025-01-01,2026-08-01,baseline
C07579,P05193,2025-01-01,2026-08-01,baseline
C07580,P02128,2025-01-01,2026-08-01,baseline
C07581,P07987,2025-01-01,2026-08-01,baseline
C07582,P01488,2025-01-01,2026-08-01,baseline
C07583,P08948,2025-01-01,2026-08-01,baseline
C07584,P03748,2025-01-01,2026-08-01,baseline
C07585,P04650,2025-01-01,2026-08-01,baseline
C07586,P08588,2025-01-01,2026-08-01,baseline
C07587,P03716,2025-01-01,2026-08-01,baseline
C07588,P03761,2025-01-01,2026-08-01,baseline
C07589,P06907,2025-01-01,2026-08-01,baseline
C07590,P01178,2025-01-01,2026-08-01,baseline
C07591,P04854,2025-01-01,2026-08-01,baseline
C07592,P00031,2025-01-01,2026-08-01,baseline
C07593,P02527,2025-01-01,2026-08-01,baseline
C07594,P03629,2025-01-01,2026-08-01,baseline
C07595,P09258,2025-01-01,2026-08-01,baseline
C07596,P03773,2025-01-01,2026-08-01,baseline
C07597,P00624,2025-01-01,2026-08-01,baseline
C07598,P02933,2025-01-01,2026-08-01,baseline
C07599,P07381,2025-01-01,2026-08-01,baseline
C07600,P09430,2025-01-01,2026-08-01,baseline
C07601,P06148,2025-01-01,2026-08-01,baseline
C07602,P08400,2025-01-01,2026-08-01,baseline
C07603,P02772,2025-01-01,2026-08-01,baseline
C07604,P02986,2025-01-01,2026-08-01,baseline
C07605,P01491,2025-01-01,2026-08-01,baseline
C07606,P03069,2025-01-01,2026-08-01,baseline
C07607,P03442,2025-01-01,2026-08-01,baseline
C07608,P01977,2025-01-01,2026-08-01,baseline
C07609,P09474,2025-01-01,2026-08-01,baseline
C07610,P07817,2025-01-01,2026-08-01,baseline
C07611,P09106,2025-01-01,2026-08-01,baseline
C07612,P02714,2025-01-01,2026-08-01,baseline
C07613,P05377,2025-01-01,2026-08-01,baseline
C07614,P09819,2025-01-01,2026-08-01,baseline
C07615,P04545,2025-01-01,2026-08-01,baseline
C07616,P04979,2025-01-01,2026-08-01,baseline
C07617,P03596,2025-01-01,2026-08-01,baseline
C07618,P08477,2025-01-01,2026-08-01,baseline
C07619,P03815,2025-01-01,2026-08-01,baseline
C07620,P01237,2025-01-01,2026-08-01,baseline
C07621,P02918,2025-01-01,2026-08-01,baseline
C07622,P05839,2025-01-01,2026-08-01,baseline
C07623,P07512,2025-01-01,2026-08-01,baseline
C07624,P07324,2025-01-01,2026-08-01,baseline
C07625,P07866,2025-01-01,2026-08-01,baseline
C07626,P07614,2025-01-01,2026-08-01,baseline
C07627,P05589,2025-01-01,2026-08-01,baseline
C07628,P02216,2025-01-01,2026-08-01,baseline
C07629,P08101,2025-01-01,2026-08-01,baseline
C07630,P09009,2025-01-01,2026-08-01,baseline
C07631,P07026,2025-01-01,2026-08-01,baseline
C07632,P09106,2025-01-01,2026-08-01,baseline
C07633,P03581,2025-01-01,2026-08-01,baseline
C07634,P00965,2025-01-01,2026-08-01,baseline
C07635,P05749,2025-01-01,2026-08-01,baseline
C07636,P07875,2025-01-01,2026-08-01,baseline
C07637,P00183,2025-01-01,2026-08-01,baseline
C07638,P08728,2025-01-01,2026-08-01,baseline
C07639,P02809,2025-01-01,2026-08-01,baseline
C07640,P08907,2025-01-01,2026-08-01,baseline
C07641,P01345,2025-01-01,2026-08-01,baseline
C07642,P01656,2025-01-01,2026-08-01,baseline
C07643,P05441,2025-01-01,2026-08-01,baseline
C07644,P01258,2025-01-01,2026-08-01,baseline
C07645,P01826,2025-01-01,2026-08-01,baseline
C07646,P03190,2025-01-01,2026-08-01,baseline
C07647,P00419,2025-01-01,2026-08-01,baseline
C07648,P05414,2025-01-01,2026-08-01,baseline
C07649,P04984,2025-01-01,2026-08-01,baseline
C07650,P03078,2025-01-01,2026-08-01,baseline
C07651,P02967,2025-01-01,2026-08-01,baseline
C07652,P09530,2025-01-01,2026-08-01,baseline
C07653,P00281,2025-01-01,2026-08-01,baseline
C07654,P02729,2025-01-01,2026-08-01,baseline
C07655,P03967,2025-01-01,2026-08-01,baseline
C07656,P04782,2025-01-01,2026-08-01,baseline
C07657,P08655,2025-01-01,2026-08-01,baseline
C07658,P06772,2025-01-01,2026-08-01,baseline
C07659,P00745,2025-01-01,2026-08-01,baseline
C07660,P04921,2025-01-01,2026-08-01,baseline
C07661,P08229,2025-01-01,2026-08-01,baseline
C07662,P06847,2025-01-01,2026-08-01,baseline
C07663,P02150,2025-01-01,2026-08-01,baseline
C07664,P09046,2025-01-01,2026-08-01,baseline
C07665,P08252,2025-01-01,2026-08-01,baseline
C07666,P03355,2025-01-01,2026-08-01,baseline
C07667,P07655,2025-01-01,2026-08-01,baseline
C07668,P06142,2025-01-01,2026-08-01,baseline
C07669,P01794,2025-01-01,2026-08-01,baseline
C07670,P09800,2025-01-01,2026-08-01,baseline
C07671,P06920,2025-01-01,2026-08-01,baseline
C07672,P08103,2025-01-01,2026-08-01,baseline
C07673,P00470,2025-01-01,2026-08-01,baseline
C07674,P00497,2025-01-01,2026-08-01,baseline
C07675,P05477,2025-01-01,2026-08-01,baseline
C07676,P05933,2025-01-01,2026-08-01,baseline
C07677,P05900,2025-01-01,2026-08-01,baseline
C07678,P04311,2025-01-01,2026-08-01,baseline
C07679,P07398,2025-01-01,2026-08-01,baseline
C07680,P09606,2025-01-01,2026-08-01,baseline
C07681,P09185,2025-01-01,2026-08-01,baseline
C07682,P09701,2025-01-01,2026-08-01,baseline
C07683,P04410,2025-01-01,2026-08-01,baseline
C07684,P03015,2025-01-01,2026-08-01,baseline
C07685,P07172,2025-01-01,2026-08-01,baseline
C07686,P02101,2025-01-01,2026-08-01,baseline
C07687,P05336,2025-01-01,2026-08-01,baseline
C07688,P00964,2025-01-01,2026-08-01,baseline
C07689,P02334,2025-01-01,2026-08-01,baseline
C07690,P01191,2025-01-01,2026-08-01,baseline
C07691,P04732,2025-01-01,2026-08-01,baseline
C07692,P09017,2025-01-01,2026-08-01,baseline
C07693,P03941,2025-01-01,2026-08-01,baseline
C07694,P00771,2025-01-01,2026-08-01,baseline
C07695,P01535,2025-01-01,2026-08-01,baseline
C07696,P01479,2025-01-01,2026-08-01,baseline
C07697,P04269,2025-01-01,2026-08-01,baseline
C07698,P00711,2025-01-01,2026-08-01,baseline
C07699,P07354,2025-01-01,2026-08-01,baseline
C07700,P01160,2025-01-01,2026-08-01,baseline
C07701,P06811,2025-01-01,2026-08-01,baseline
C07702,P05012,2025-01-01,2026-08-01,baseline
C07703,P03916,2025-01-01,2026-08-01,baseline
C07704,P03472,2025-01-01,2026-08-01,baseline
C07705,P04007,2025-01-01,2026-08-01,baseline
C07706,P09145,2025-01-01,2026-08-01,baseline
C07707,P09041,2025-01-01,2026-08-01,baseline
C07708,P08373,2025-01-01,2026-08-01,baseline
C07709,P07822,2025-01-01,2026-08-01,baseline
C07710,P02514,2025-01-01,2026-08-01,baseline
C07711,P07975,2025-01-01,2026-08-01,baseline
C07712,P09858,2025-01-01,2026-08-01,baseline
C07713,P04532,2025-01-01,2026-08-01,baseline
C07714,P02944,2025-01-01,2026-08-01,baseline
C07715,P08764,2025-01-01,2026-08-01,baseline
C07716,P05054,2025-01-01,2026-08-01,baseline
C07717,P08725,2025-01-01,2026-08-01,baseline
C07718,P04388,2025-01-01,2026-08-01,baseline
C07719,P08939,2025-01-01,2026-08-01,baseline
C07720,P04588,2025-01-01,2026-08-01,baseline
C07721,P00153,2025-01-01,2026-08-01,baseline
C07722,P05743,2025-01-01,2026-08-01,baseline
C07723,P04143,2025-01-01,2026-08-01,baseline
C07724,P05720,2025-01-01,2026-08-01,baseline
C07725,P05355,2025-01-01,2026-08-01,baseline
C07726,P09983,2025-01-01,2026-08-01,baseline
C07727,P01569,2025-01-01,2026-08-01,baseline
C07728,P03693,2025-01-01,2026-08-01,baseline
C07729,P00477,2025-01-01,2026-08-01,baseline
C07730,P03689,2025-01-01,2026-08-01,baseline
C07731,P07552,2025-01-01,2026-08-01,baseline
C07732,P01906,2025-01-01,2026-08-01,baseline
C07733,P04928,2025-01-01,2026-08-01,baseline
C07734,P09675,2025-01-01,2026-08-01,baseline
C07735,P04299,2025-01-01,2026-08-01,baseline
C07736,P04814,2025-01-01,2026-08-01,baseline
C07737,P07148,2025-01-01,2026-08-01,baseline
C07738,P00083,2025-01-01,2026-08-01,baseline
C07739,P06014,2025-01-01,2026-08-01,baseline
C07740,P04287,2025-01-01,2026-08-01,baseline
C07741,P07480,2025-01-01,2026-08-01,baseline
C07742,P05757,2025-01-01,2026-08-01,baseline
C07743,P08445,2025-01-01,2026-08-01,baseline
C07744,P07062,2025-01-01,2026-08-01,baseline
C07745,P01043,2025-01-01,2026-08-01,baseline
C07746,P02977,2025-01-01,2026-08-01,baseline
C07747,P05726,2025-01-01,2026-08-01,baseline
C07748,P01425,2025-01-01,2026-08-01,baseline
C07749,P02730,2025-01-01,2026-08-01,baseline
C07750,P03509,2025-01-01,2026-08-01,baseline
C07751,P06813,2025-01-01,2026-08-01,baseline
C07752,P01724,2025-01-01,2026-08-01,baseline
C07753,P08085,2025-01-01,2026-08-01,baseline
C07754,P06861,2025-01-01,2026-08-01,baseline
C07755,P07060,2025-01-01,2026-08-01,baseline
C07756,P04489,2025-01-01,2026-08-01,baseline
C07757,P03428,2025-01-01,2026-08-01,baseline
C07758,P03043,2025-01-01,2026-08-01,baseline
C07759,P09493,2025-01-01,2026-08-01,baseline
C07760,P06562,2025-01-01,2026-08-01,baseline
C07761,P09135,2025-01-01,2026-08-01,baseline
C07762,P01419,2025-01-01,2026-08-01,baseline
C07763,P06690,2025-01-01,2026-08-01,baseline
C07764,P07582,2025-01-01,2026-08-01,baseline
C07765,P02545,2025-01-01,2026-08-01,baseline
C07766,P02509,2025-01-01,2026-08-01,baseline
C07767,P06255,2025-01-01,2026-08-01,baseline
C07768,P00408,2025-01-01,2026-08-01,baseline
C07769,P01124,2025-01-01,2026-08-01,baseline
C07770,P07472,2025-01-01,2026-08-01,baseline
C07771,P09719,2025-01-01,2026-08-01,baseline
C07772,P07267,2025-01-01,2026-08-01,baseline
C07773,P01949,2025-01-01,2026-08-01,baseline
C07774,P08409,2025-01-01,2026-08-01,baseline
C07775,P01189,2025-01-01,2026-08-01,baseline
C07776,P00049,2025-01-01,2026-08-01,baseline
C07777,P03810,2025-01-01,2026-08-01,baseline
C07778,P07810,2025-01-01,2026-08-01,baseline
C07779,P00472,2025-01-01,2026-08-01,baseline
C07780,P07284,2025-01-01,2026-08-01,baseline
C07781,P06368,2025-01-01,2026-08-01,baseline
C07782,P05525,2025-01-01,2026-08-01,baseline
C07783,P03987,2025-01-01,2026-08-01,baseline
C07784,P09274,2025-01-01,2026-08-01,baseline
C07785,P09650,2025-01-01,2026-08-01,baseline
C07786,P01325,2025-01-01,2026-08-01,baseline
C07787,P06598,2025-01-01,2026-08-01,baseline
C07788,P05615,2025-01-01,2026-08-01,baseline
C07789,P05186,2025-01-01,2026-08-01,baseline
C07790,P03044,2025-01-01,2026-08-01,baseline
C07791,P08536,2025-01-01,2026-08-01,baseline
C07792,P04400,2025-01-01,2026-08-01,baseline
C07793,P06273,2025-01-01,2026-08-01,baseline
C07794,P05895,2025-01-01,2026-08-01,baseline
C07795,P03552,2025-01-01,2026-08-01,baseline
C07796,P03982,2025-01-01,2026-08-01,baseline
C07797,P04214,2025-01-01,2026-08-01,baseline
C07798,P00356,2025-01-01,2026-08-01,baseline
C07799,P05381,2025-01-01,2026-08-01,baseline
C07800,P08583,2025-01-01,2026-08-01,baseline
C07801,P08405,2025-01-01,2026-08-01,baseline
C07802,P03415,2025-01-01,2026-08-01,baseline
C07803,P00497,2025-01-01,2026-08-01,baseline
C07804,P08279,2025-01-01,2026-08-01,baseline
C07805,P04244,2025-01-01,2026-08-01,baseline
C07806,P06834,2025-01-01,2026-08-01,baseline
C07807,P06170,2025-01-01,2026-08-01,baseline
C07808,P05004,2025-01-01,2026-08-01,baseline
C07809,P01169,2025-01-01,2026-08-01,baseline
