chargeback_id,txn_id,filed_at,reason_code,outcome
CB0031798,T0031798,2026-08-02 00:57:00,credit_not_processed,lost
CB0031837,T0031837,2026-08-05 23:57:00,product_not_received,won
CB0031976,T0031976,2026-07-29 22:43:00,duplicate,pending
CB0032005,T0032005,2026-06-01 13:50:00,duplicate,lost
CB0032019,T0032019,2026-04-25 17:34:00,duplicate,pending
CB0032042,T0032042,2026-02-03 22:34:00,credit_not_processed,lost
CB0032043,T0032043,2026-06-13 15:52:00,fraud,pending
CB0032052,T0032052,2026-01-17 23:55:00,credit_not_processed,lost
CB0032117,T0032117,2026-04-24 00:41:00,fraud,won
CB0032195,T0032195,2026-06-30 23:19:00,product_not_received,lost
CB0032214,T0032214,2026-01-17 20:46:00,product_not_received,pending
CB0032259,T0032259,2026-01-21 21:43:00,duplicate,lost
CB0032314,T0032314,2026-02-20 23:38:00,product_not_received,pending
CB0032343,T0032343,2026-01-12 05:56:00,fraud,lost
CB0032344,T0032344,2026-07-02 23:43:00,fraud,lost
CB0032428,T0032428,2026-02-18 18:32:00,product_not_received,lost
CB0032450,T0032450,2026-01-31 11:07:00,fraud,won
CB0032586,T0032586,2026-03-31 21:03:00,fraud,pending
CB0032633,T0032633,2026-01-28 05:19:00,credit_not_processed,lost
CB0032638,T0032638,2026-04-10 22:17:00,duplicate,won
CB0032672,T0032672,2026-04-25 00:32:00,product_not_received,lost
CB0032735,T0032735,2026-04-17 18:52:00,product_not_received,lost
CB0032772,T0032772,2026-06-06 18:36:00,credit_not_processed,lost
CB0032816,T0032816,2026-06-01 12:00:00,product_not_received,won
CB0032817,T0032817,2026-06-07 21:28:00,credit_not_processed,won
CB0032896,T0032896,2026-04-15 03:13:00,duplicate,lost
CB0032902,T0032902,2026-03-31 12:31:00,credit_not_processed,pending
CB0033010,T0033010,2026-04-02 00:19:00,product_not_received,won
CB0033050,T0033050,2026-06-18 14:58:00,credit_not_processed,won
CB0033178,T0033178,2026-01-18 21:01:00,credit_not_processed,lost
CB0033183,T0033183,2026-07-06 13:10:00,credit_not_processed,won
CB0033209,T0033209,2026-03-02 19:50:00,product_not_received,won
CB0033215,T0033215,2026-06-27 23:01:00,fraud,lost
CB0033239,T0033239,2026-05-23 16:30:00,duplicate,lost
CB0033258,T0033258,2026-04-09 17:37:00,product_not_received,won
CB0033305,T0033305,2026-02-16 11:53:00,duplicate,pending
CB0033319,T0033319,2026-05-22 18:53:00,product_not_received,lost
CB0033374,T0033374,2026-06-19 08:01:00,fraud,won
CB0033378,T0033378,2026-03-02 23:30:00,duplicate,lost
CB0033428,T0033428,2026-07-09 08:43:00,product_not_received,won
CB0033461,T0033461,2026-08-03 22:57:00,duplicate,lost
CB0033596,T0033596,2026-04-14 23:35:00,fraud,lost
CB0033618,T0033618,2026-05-24 09:02:00,fraud,lost
CB0033677,T0033677,2026-02-18 09:52:00,duplicate,pending
CB0033686,T0033686,2026-04-11 05:30:00,credit_not_processed,lost
CB0033725,T0033725,2026-05-10 07:04:00,credit_not_processed,lost
CB0033726,T0033726,2026-06-22 14:58:00,fraud,lost
CB0033771,T0033771,2026-03-21 00:42:00,fraud,pending
CB0033790,T0033790,2026-06-05 01:12:00,product_not_received,lost
CB0033802,T0033802,2026-03-31 12:18:00,product_not_received,pending
CB0033853,T0033853,2026-01-21 23:36:00,product_not_received,won
CB0033859,T0033859,2026-02-10 00:44:00,credit_not_processed,lost
CB0033861,T0033861,2026-07-06 09:10:00,credit_not_processed,won
CB0033870,T0033870,2026-06-28 00:59:00,duplicate,pending
CB0033892,T0033892,2026-05-12 02:52:00,product_not_received,lost
CB0033932,T0033932,2026-07-27 14:59:00,duplicate,lost
CB0033937,T0033937,2026-04-01 00:15:00,product_not_received,won
CB0033999,T0033999,2026-02-02 13:56:00,duplicate,lost
CB0034001,T0034001,2026-05-25 13:16:00,fraud,lost
CB0034090,T0034090,2026-02-22 13:58:00,product_not_received,won
CB0034103,T0034103,2026-03-01 08:39:00,duplicate,lost
CB0034104,T0034104,2026-05-13 15:53:00,fraud,pending
CB0034108,T0034108,2026-03-01 18:16:00,product_not_received,pending
CB0034147,T0034147,2026-01-14 10:11:00,fraud,pending
CB0034167,T0034167,2026-05-14 00:51:00,fraud,pending
CB0034222,T0034222,2026-03-11 12:38:00,product_not_received,won
CB0034237,T0034237,2026-05-24 07:22:00,fraud,lost
CB0034243,T0034243,2026-03-09 10:30:00,fraud,pending
CB0034246,T0034246,2026-03-02 17:54:00,duplicate,pending
CB0034340,T0034340,2026-04-30 22:57:00,fraud,lost
CB0034349,T0034349,2026-04-11 11:06:00,duplicate,won
CB0034358,T0034358,2026-04-23 07:18:00,product_not_received,lost
CB0034438,T0034438,2026-03-10 08:02:00,product_not_received,pending
CB0034439,T0034439,2026-03-03 01:36:00,credit_not_processed,won
CB0034460,T0034460,2026-03-31 08:36:00,credit_not_processed,pending
CB0034477,T0034477,2026-02-26 14:33:00,product_not_received,lost
CB0034513,T0034513,2026-04-13 14:10:00,credit_not_processed,pending
CB0034518,T0034518,2026-01-29 00:29:00,product_not_received,pending
CB0034556,T0034556,2026-08-07 20:06:00,product_not_received,pending
CB0034594,T0034594,2026-01-20 14:41:00,fraud,won
CB0034612,T0034612,2026-05-19 05:53:00,fraud,won
CB0034624,T0034624,2026-06-10 12:54:00,product_not_received,lost
CB0034640,T0034640,2026-02-20 01:27:00,duplicate,pending
CB0034663,T0034663,2026-06-08 13:48:00,credit_not_processed,pending
CB0034682,T0034682,2026-04-18 15:54:00,fraud,won
CB0034691,T0034691,2026-02-02 03:49:00,credit_not_processed,pending
CB0034762,T0034762,2026-05-13 17:59:00,fraud,lost
CB0034834,T0034834,2026-06-06 00:08:00,duplicate,pending
CB0034837,T0034837,2026-03-30 00:42:00,credit_not_processed,pending
CB0034858,T0034858,2026-03-02 08:08:00,duplicate,pending
CB0034925,T0034925,2026-04-05 04:46:00,duplicate,won
CB0034944,T0034944,2026-03-22 18:40:00,product_not_received,lost
CB0034974,T0034974,2026-02-21 11:12:00,fraud,pending
CB0035078,T0035078,2026-04-11 00:15:00,credit_not_processed,won
CB0035083,T0035083,2026-05-10 15:07:00,fraud,lost
CB0035299,T0035299,2026-07-07 17:01:00,credit_not_processed,lost
CB0035319,T0035319,2026-04-23 23:32:00,fraud,lost
CB0035350,T0035350,2026-06-07 05:00:00,credit_not_processed,pending
CB0035354,T0035354,2026-04-03 20:12:00,duplicate,won
CB0035391,T0035391,2026-06-19 12:03:00,duplicate,lost
CB0035409,T0035409,2026-02-12 02:11:00,credit_not_processed,won
CB0035415,T0035415,2026-01-30 00:27:00,product_not_received,won
CB0035417,T0035417,2026-01-25 21:45:00,duplicate,lost
CB0035422,T0035422,2026-05-08 02:07:00,duplicate,lost
CB0035442,T0035442,2026-03-04 10:31:00,product_not_received,won
CB0035469,T0035469,2026-04-23 20:51:00,product_not_received,lost
CB0035519,T0035519,2026-02-14 00:56:00,duplicate,lost
CB0035586,T0035586,2026-04-07 23:02:00,credit_not_processed,lost
CB0035620,T0035620,2026-03-02 00:33:00,credit_not_processed,lost
CB0035699,T0035699,2026-01-27 21:18:00,product_not_received,pending
CB0035711,T0035711,2026-02-26 14:52:00,duplicate,pending
CB0035768,T0035768,2026-02-23 00:28:00,fraud,won
CB0035787,T0035787,2026-06-04 18:56:00,product_not_received,pending
CB0035801,T0035801,2026-03-26 06:02:00,product_not_received,pending
CB0035832,T0035832,2026-02-13 13:37:00,duplicate,pending
CB0035843,T0035843,2026-05-25 11:18:00,fraud,pending
CB0035866,T0035866,2026-03-05 12:07:00,fraud,won
CB0035945,T0035945,2026-02-17 00:33:00,fraud,pending
CB0035994,T0035994,2026-03-29 00:02:00,credit_not_processed,lost
CB0036051,T0036051,2026-04-09 01:05:00,duplicate,pending
CB0036079,T0036079,2026-03-26 03:26:00,credit_not_processed,won
CB0036131,T0036131,2026-01-16 23:28:00,credit_not_processed,lost
CB0036174,T0036174,2026-03-22 00:35:00,product_not_received,lost
CB0036184,T0036184,2026-03-17 16:30:00,product_not_received,won
CB0036210,T0036210,2026-01-21 10:47:00,duplicate,won
CB0036215,T0036215,2026-06-21 00:09:00,credit_not_processed,pending
CB0036243,T0036243,2026-03-31 02:08:00,product_not_received,won
CB0036250,T0036250,2026-07-21 08:49:00,credit_not_processed,lost
CB0036379,T0036379,2026-06-03 15:40:00,credit_not_processed,won
CB0036554,T0036554,2026-05-14 15:03:00,duplicate,won
CB0036568,T0036568,2026-06-13 00:02:00,credit_not_processed,lost
CB0036578,T0036578,2026-02-27 16:55:00,fraud,pending
CB0036688,T0036688,2026-01-31 10:25:00,credit_not_processed,won
CB0036705,T0036705,2026-06-27 23:12:00,fraud,lost
CB0036726,T0036726,2026-01-10 08:27:00,credit_not_processed,won
CB0036939,T0036939,2026-01-19 05:47:00,credit_not_processed,lost
CB0036949,T0036949,2026-07-16 23:01:00,credit_not_processed,won
CB0036993,T0036993,2026-06-04 04:45:00,credit_not_processed,pending
CB0037007,T0037007,2026-06-14 20:16:00,credit_not_processed,lost
CB0037008,T0037008,2026-03-15 03:12:00,duplicate,won
CB0037044,T0037044,2026-05-31 14:59:00,product_not_received,won
CB0037049,T0037049,2026-05-29 00:21:00,fraud,lost
CB0037060,T0037060,2026-05-14 13:10:00,credit_not_processed,won
CB0037063,T0037063,2026-06-23 22:37:00,product_not_received,lost
CB0037109,T0037109,2026-03-13 00:45:00,product_not_received,won
CB0037138,T0037138,2026-06-18 07:02:00,duplicate,won
CB0037160,T0037160,2026-06-13 05:55:00,duplicate,won
CB0037166,T0037166,2026-04-06 00:53:00,duplicate,won
CB0037220,T0037220,2026-04-29 15:44:00,fraud,lost
CB0037223,T0037223,2026-05-11 13:56:00,product_not_received,won
CB0037281,T0037281,2026-03-26 14:16:00,product_not_received,won
CB0037291,T0037291,2026-06-04 04:46:00,credit_not_processed,lost
CB0037336,T0037336,2026-03-27 04:36:00,fraud,pending
CB0037352,T0037352,2026-04-05 18:58:00,credit_not_processed,lost
CB0037381,T0037381,2026-07-07 16:14:00,product_not_received,pending
CB0037392,T0037392,2026-06-04 07:24:00,duplicate,pending
CB0037431,T0037431,2026-08-01 12:10:00,credit_not_processed,won
CB0037440,T0037440,2026-05-19 00:46:00,fraud,won
CB0037454,T0037454,2026-05-20 04:17:00,product_not_received,pending
CB0037460,T0037460,2026-07-29 14:16:00,duplicate,won
CB0037464,T0037464,2026-01-21 14:19:00,fraud,pending
CB0037525,T0037525,2026-04-24 22:27:00,duplicate,pending
CB0037581,T0037581,2026-04-28 13:32:00,product_not_received,lost
CB0037633,T0037633,2026-03-27 19:11:00,duplicate,pending
CB0037657,T0037657,2026-05-07 09:22:00,duplicate,pending
CB0037663,T0037663,2026-06-05 00:03:00,duplicate,pending
CB0037669,T0037669,2026-06-10 00:44:00,credit_not_processed,lost
CB0037676,T0037676,2026-02-10 17:08:00,fraud,won
CB0037689,T0037689,2026-02-27 12:01:00,fraud,pending
CB0037693,T0037693,2026-07-27 21:17:00,fraud,lost
CB0037771,T0037771,2026-05-11 00:30:00,fraud,lost
CB0037805,T0037805,2026-02-17 09:16:00,credit_not_processed,lost
CB0037810,T0037810,2026-01-30 02:03:00,duplicate,won
CB0037818,T0037818,2026-04-22 00:04:00,fraud,won
CB0037834,T0037834,2026-01-14 03:01:00,credit_not_processed,lost
CB0037850,T0037850,2026-03-30 03:50:00,product_not_received,won
CB0037878,T0037878,2026-07-10 22:55:00,fraud,pending
CB0037887,T0037887,2026-03-02 03:30:00,credit_not_processed,pending
CB0037925,T0037925,2026-05-24 03:40:00,product_not_received,won
CB0038098,T0038098,2026-03-23 23:12:00,credit_not_processed,won
CB0038124,T0038124,2026-05-30 20:44:00,fraud,won
CB0038158,T0038158,2026-06-26 00:45:00,credit_not_processed,won
CB0038184,T0038184,2026-01-06 08:20:00,fraud,pending
CB0038195,T0038195,2026-05-31 00:45:00,product_not_received,lost
CB0038205,T0038205,2026-01-27 09:46:00,fraud,won
CB0038231,T0038231,2026-04-16 22:49:00,product_not_received,pending
CB0038296,T0038296,2026-05-18 17:40:00,credit_not_processed,won
CB0038471,T0038471,2026-04-23 21:28:00,credit_not_processed,won
CB0038497,T0038497,2026-03-24 11:30:00,duplicate,pending
CB0038573,T0038573,2026-01-12 04:06:00,fraud,won
CB0038576,T0038576,2026-06-30 02:53:00,product_not_received,won
CB0038641,T0038641,2026-05-09 00:44:00,product_not_received,lost
CB0038660,T0038660,2026-06-19 19:13:00,duplicate,lost
CB0038718,T0038718,2026-04-05 00:40:00,product_not_received,pending
CB0038723,T0038723,2026-05-08 22:39:00,credit_not_processed,pending
CB0038842,T0038842,2026-03-13 00:02:00,fraud,lost
CB0038861,T0038861,2026-02-09 16:28:00,fraud,won
CB0038906,T0038906,2026-01-15 03:41:00,duplicate,won
CB0038959,T0038959,2026-03-13 13:46:00,product_not_received,pending
CB0038961,T0038961,2026-06-23 06:43:00,credit_not_processed,lost
CB0038992,T0038992,2026-02-22 16:00:00,product_not_received,won
CB0039020,T0039020,2026-01-23 20:44:00,duplicate,pending
CB0039030,T0039030,2026-04-17 00:13:00,duplicate,lost
CB0039057,T0039057,2026-02-06 14:26:00,duplicate,won
CB0039059,T0039059,2026-07-28 14:28:00,product_not_received,won
CB0039079,T0039079,2026-06-10 11:46:00,fraud,won
CB0039160,T0039160,2026-05-16 13:08:00,duplicate,won
CB0039252,T0039252,2026-04-18 22:23:00,fraud,won
CB0039312,T0039312,2026-05-13 22:23:00,duplicate,won
CB0039335,T0039335,2026-06-08 17:07:00,product_not_received,lost
CB0039384,T0039384,2026-01-13 04:06:00,product_not_received,pending
CB0039462,T0039462,2026-06-23 16:43:00,duplicate,won
CB0039547,T0039547,2026-06-04 00:23:00,product_not_received,lost
CB0039550,T0039550,2026-02-05 13:19:00,credit_not_processed,lost
CB0039568,T0039568,2026-05-22 14:01:00,duplicate,pending
CB0039573,T0039573,2026-06-03 00:58:00,duplicate,won
CB0039577,T0039577,2026-04-03 20:06:00,fraud,won
CB0039585,T0039585,2026-05-29 22:08:00,product_not_received,pending
CB0039598,T0039598,2026-03-05 09:06:00,duplicate,won
CB0039612,T0039612,2026-02-23 17:50:00,product_not_received,lost
CB0039678,T0039678,2026-05-04 03:06:00,credit_not_processed,won
CB0039715,T0039715,2026-01-09 19:19:00,product_not_received,lost
CB0039759,T0039759,2026-02-24 16:28:00,fraud,won
CB0039776,T0039776,2026-06-06 00:03:00,product_not_received,lost
CB0039821,T0039821,2026-05-26 10:19:00,duplicate,won
CB0039889,T0039889,2026-05-02 20:20:00,fraud,lost
CB0039918,T0039918,2026-02-26 18:25:00,product_not_received,pending
CB0039941,T0039941,2026-07-06 00:35:00,duplicate,lost
CB0039955,T0039955,2026-03-24 09:52:00,credit_not_processed,lost
CB0039973,T0039973,2026-07-11 00:43:00,credit_not_processed,won
CB0039990,T0039990,2026-03-16 00:48:00,duplicate,pending
CB0040044,T0040044,2026-03-04 13:29:00,product_not_received,won
CB0040051,T0040051,2026-02-01 13:12:00,product_not_received,pending
CB0040064,T0040064,2026-01-08 21:17:00,fraud,won
CB0040077,T0040077,2026-06-14 16:31:00,credit_not_processed,lost
CB0040089,T0040089,2026-01-15 20:30:00,credit_not_processed,lost
CB0040126,T0040126,2026-03-29 06:38:00,credit_not_processed,pending
CB0040140,T0040140,2026-08-09 00:05:00,credit_not_processed,pending
CB0040173,T0040173,2026-07-06 19:33:00,credit_not_processed,lost
CB0040204,T0040204,2026-07-31 23:58:00,fraud,pending
CB0040211,T0040211,2026-06-26 19:15:00,duplicate,pending
CB0040260,T0040260,2026-07-30 19:21:00,credit_not_processed,won
CB0040319,T0040319,2026-05-12 23:49:00,fraud,pending
CB0040399,T0040399,2026-06-24 03:34:00,credit_not_processed,won
CB0040468,T0040468,2026-03-29 13:06:00,credit_not_processed,lost
CB0040474,T0040474,2026-02-08 04:09:00,product_not_received,lost
CB0040490,T0040490,2026-04-04 03:52:00,fraud,won
CB0040586,T0040586,2026-01-13 00:11:00,fraud,won
CB0040599,T0040599,2026-03-04 18:43:00,fraud,pending
CB0040603,T0040603,2026-06-02 01:51:00,credit_not_processed,pending
CB0040614,T0040614,2026-04-20 02:59:00,duplicate,lost
CB0040624,T0040624,2026-04-23 22:33:00,credit_not_processed,won
CB0040656,T0040656,2026-01-18 04:20:00,duplicate,won
CB0040677,T0040677,2026-04-05 00:21:00,duplicate,pending
CB0040764,T0040764,2026-05-03 15:44:00,fraud,pending
CB0040771,T0040771,2026-07-25 06:45:00,credit_not_processed,won
CB0040798,T0040798,2026-03-22 09:37:00,product_not_received,lost
CB0040826,T0040826,2026-01-21 12:20:00,fraud,won
CB0041034,T0041034,2026-04-08 05:58:00,product_not_received,won
CB0041063,T0041063,2026-02-14 00:09:00,credit_not_processed,pending
CB0041116,T0041116,2026-05-08 03:06:00,duplicate,won
CB0041128,T0041128,2026-06-21 12:32:00,duplicate,won
CB0041194,T0041194,2026-05-21 01:29:00,duplicate,pending
CB0041261,T0041261,2026-04-01 10:57:00,duplicate,pending
CB0041289,T0041289,2026-05-14 17:58:00,product_not_received,won
CB0041316,T0041316,2026-06-18 08:59:00,duplicate,lost
CB0041332,T0041332,2026-02-25 22:13:00,credit_not_processed,pending
CB0041382,T0041382,2026-02-19 12:43:00,duplicate,won
CB0041419,T0041419,2026-06-02 02:58:00,credit_not_processed,lost
CB0041440,T0041440,2026-02-26 20:01:00,fraud,pending
CB0041501,T0041501,2026-06-22 22:32:00,fraud,lost
CB0041503,T0041503,2026-04-08 22:02:00,fraud,pending
CB0041505,T0041505,2026-07-26 18:42:00,fraud,won
CB0041534,T0041534,2026-06-06 13:23:00,duplicate,won
CB0041588,T0041588,2026-02-22 07:56:00,fraud,won
CB0041652,T0041652,2026-06-05 03:45:00,fraud,lost
CB0041669,T0041669,2026-02-17 06:16:00,fraud,lost
CB0041683,T0041683,2026-03-03 00:06:00,product_not_received,lost
CB0041758,T0041758,2026-03-12 06:09:00,fraud,pending
CB0041763,T0041763,2026-03-04 02:17:00,duplicate,pending
CB0041814,T0041814,2026-07-12 02:44:00,product_not_received,pending
CB0041922,T0041922,2026-04-21 00:04:00,duplicate,pending
CB0041934,T0041934,2026-05-23 07:34:00,duplicate,won
CB0041958,T0041958,2026-06-16 04:53:00,credit_not_processed,pending
CB0041975,T0041975,2026-06-12 00:50:00,product_not_received,won
CB0041988,T0041988,2026-02-05 15:00:00,duplicate,won
CB0042034,T0042034,2026-06-03 17:41:00,duplicate,won
CB0042054,T0042054,2026-02-03 01:12:00,duplicate,lost
CB0042080,T0042080,2026-01-21 22:40:00,duplicate,won
CB0042106,T0042106,2026-07-06 02:52:00,duplicate,won
CB0042119,T0042119,2026-07-15 16:31:00,fraud,won
CB0042150,T0042150,2026-04-21 20:34:00,credit_not_processed,pending
CB0042210,T0042210,2026-06-07 13:06:00,credit_not_processed,lost
CB0042216,T0042216,2026-03-24 02:32:00,credit_not_processed,won
CB0042342,T0042342,2026-03-13 07:06:00,duplicate,pending
CB0042381,T0042381,2026-02-09 00:37:00,product_not_received,won
CB0042480,T0042480,2026-02-12 22:11:00,duplicate,won
CB0042525,T0042525,2026-06-28 01:51:00,product_not_received,lost
CB0042534,T0042534,2026-02-28 01:20:00,fraud,lost
CB0042613,T0042613,2026-03-11 00:13:00,duplicate,lost
CB0042623,T0042623,2026-06-16 00:07:00,credit_not_processed,won
CB0042704,T0042704,2026-03-26 16:18:00,duplicate,won
CB0042840,T0042840,2026-03-16 02:01:00,credit_not_processed,pending
CB0042841,T0042841,2026-03-27 07:02:00,fraud,lost
CB0042870,T0042870,2026-03-30 16:23:00,duplicate,pending
CB0042878,T0042878,2026-03-09 06:13:00,product_not_received,won
CB0042898,T0042898,2026-07-01 18:05:00,credit_not_processed,won
CB0042905,T0042905,2026-06-10 13:24:00,duplicate,lost
CB0042921,T0042921,2026-03-22 03:41:00,credit_not_processed,won
CB0042960,T0042960,2026-06-18 02:46:00,credit_not_processed,pending
CB0043007,T0043007,2026-04-01 00:00:00,duplicate,lost
CB0043105,T0043105,2026-03-05 00:28:00,credit_not_processed,pending
CB0043127,T0043127,2026-02-09 00:54:00,product_not_received,won
CB0043146,T0043146,2026-03-04 00:59:00,duplicate,lost
CB0043170,T0043170,2026-04-19 09:31:00,fraud,lost
CB0043195,T0043195,2026-01-20 15:43:00,product_not_received,won
CB0043197,T0043197,2026-03-24 15:00:00,credit_not_processed,pending
CB0043277,T0043277,2026-03-13 00:09:00,duplicate,pending
CB0043289,T0043289,2026-03-30 19:06:00,fraud,lost
CB0043296,T0043296,2026-01-20 12:14:00,product_not_received,won
CB0043328,T0043328,2026-07-21 18:03:00,fraud,lost
CB0043368,T0043368,2026-06-25 21:17:00,credit_not_processed,pending
CB0043385,T0043385,2026-05-06 06:06:00,product_not_received,lost
CB0043440,T0043440,2026-03-27 22:06:00,credit_not_processed,won
CB0043451,T0043451,2026-05-02 06:39:00,duplicate,pending
CB0043490,T0043490,2026-02-12 04:19:00,credit_not_processed,pending
CB0043682,T0043682,2026-05-09 22:04:00,product_not_received,pending
CB0043690,T0043690,2026-02-15 07:21:00,product_not_received,lost
CB0043716,T0043716,2026-02-11 19:43:00,product_not_received,lost
CB0043848,T0043848,2026-02-18 16:56:00,fraud,pending
CB0043929,T0043929,2026-04-30 00:24:00,credit_not_processed,pending
CB0043939,T0043939,2026-06-28 00:09:00,fraud,pending
CB0043975,T0043975,2026-03-30 19:42:00,credit_not_processed,lost
CB0043976,T0043976,2026-07-23 07:18:00,fraud,lost
CB0044038,T0044038,2026-02-11 00:19:00,credit_not_processed,pending
CB0044095,T0044095,2026-06-24 20:22:00,product_not_received,won
CB0044097,T0044097,2026-01-09 16:12:00,credit_not_processed,pending
CB0044108,T0044108,2026-07-23 07:20:00,credit_not_processed,lost
CB0044198,T0044198,2026-02-25 08:44:00,credit_not_processed,lost
CB0044204,T0044204,2026-05-30 03:20:00,product_not_received,lost
CB0044246,T0044246,2026-07-28 14:02:00,product_not_received,pending
CB0044349,T0044349,2026-01-05 05:39:00,product_not_received,pending
CB0044403,T0044403,2026-07-24 04:20:00,credit_not_processed,pending
CB0044586,T0044586,2026-01-14 00:44:00,duplicate,pending
CB0044602,T0044602,2026-03-02 07:19:00,credit_not_processed,won
CB0044638,T0044638,2026-05-07 00:43:00,credit_not_processed,lost
CB0044714,T0044714,2026-05-10 22:55:00,duplicate,lost
CB0044718,T0044718,2026-02-14 11:48:00,duplicate,pending
CB0044738,T0044738,2026-06-18 14:21:00,duplicate,won
CB0044742,T0044742,2026-06-16 00:10:00,product_not_received,pending
CB0044794,T0044794,2026-06-12 04:34:00,fraud,won
CB0044799,T0044799,2026-02-05 15:50:00,product_not_received,won
CB0044807,T0044807,2026-06-27 06:29:00,credit_not_processed,lost
CB0044811,T0044811,2026-03-17 05:21:00,product_not_received,won
CB0044844,T0044844,2026-01-28 16:09:00,product_not_received,won
CB0044865,T0044865,2026-01-25 13:14:00,duplicate,pending
CB0044871,T0044871,2026-03-09 05:32:00,fraud,lost
CB0044892,T0044892,2026-04-29 00:42:00,product_not_received,won
CB0044893,T0044893,2026-02-20 00:14:00,product_not_received,pending
CB0044896,T0044896,2026-03-11 03:09:00,credit_not_processed,won
CB0044918,T0044918,2026-02-05 00:13:00,credit_not_processed,pending
CB0044967,T0044967,2026-03-29 00:48:00,duplicate,lost
CB0044971,T0044971,2026-03-09 00:11:00,fraud,pending
CB0044980,T0044980,2026-05-06 15:41:00,credit_not_processed,won
CB0044996,T0044996,2026-06-16 07:12:00,fraud,pending
CB0045007,T0045007,2026-05-13 10:45:00,fraud,won
CB0045044,T0045044,2026-02-16 02:30:00,duplicate,pending
CB0045089,T0045089,2026-04-19 00:08:00,fraud,lost
CB0045107,T0045107,2026-02-03 06:53:00,credit_not_processed,pending
CB0045115,T0045115,2026-03-29 11:19:00,credit_not_processed,won
CB0045144,T0045144,2026-05-18 00:06:00,fraud,won
CB0045179,T0045179,2026-07-22 15:57:00,fraud,lost
CB0045193,T0045193,2026-03-24 17:01:00,fraud,won
CB0045313,T0045313,2026-03-26 13:23:00,duplicate,won
CB0045374,T0045374,2026-07-06 10:39:00,product_not_received,won
CB0045436,T0045436,2026-06-02 21:43:00,credit_not_processed,won
CB0045445,T0045445,2026-03-08 18:17:00,fraud,pending
CB0045454,T0045454,2026-06-20 15:49:00,credit_not_processed,won
CB0045464,T0045464,2026-03-31 08:34:00,product_not_received,lost
CB0045482,T0045482,2026-06-04 06:48:00,product_not_received,pending
CB0045488,T0045488,2026-06-09 17:32:00,fraud,won
CB0045709,T0045709,2026-04-26 03:02:00,fraud,won
CB0045712,T0045712,2026-08-02 17:19:00,credit_not_processed,lost
CB0045734,T0045734,2026-03-01 08:56:00,duplicate,pending
CB0045767,T0045767,2026-07-04 00:52:00,credit_not_processed,won
CB0045797,T0045797,2026-06-04 11:48:00,fraud,won
CB0045820,T0045820,2026-07-18 12:13:00,product_not_received,won
CB0045828,T0045828,2026-02-19 10:50:00,credit_not_processed,pending
CB0045884,T0045884,2026-04-29 15:09:00,fraud,lost
CB0045963,T0045963,2026-04-30 03:17:00,credit_not_processed,lost
CB0045984,T0045984,2026-04-06 18:31:00,credit_not_processed,pending
CB0045995,T0045995,2026-03-05 03:18:00,fraud,lost
CB0046006,T0046006,2026-05-12 03:31:00,fraud,lost
CB0046100,T0046100,2026-06-02 00:54:00,duplicate,pending
CB0046169,T0046169,2026-03-16 01:44:00,fraud,lost
CB0046171,T0046171,2026-07-16 03:24:00,product_not_received,lost
CB0046175,T0046175,2026-06-03 02:26:00,fraud,won
CB0046278,T0046278,2026-06-04 16:56:00,credit_not_processed,lost
CB0046296,T0046296,2026-07-04 22:14:00,duplicate,lost
CB0046370,T0046370,2026-04-03 21:10:00,credit_not_processed,won
CB0046559,T0046559,2026-07-19 20:42:00,credit_not_processed,pending
CB0046614,T0046614,2026-03-30 20:43:00,product_not_received,pending
CB0046678,T0046678,2026-04-10 03:01:00,fraud,lost
CB0046682,T0046682,2026-07-22 12:14:00,credit_not_processed,pending
CB0046724,T0046724,2026-07-19 12:35:00,fraud,pending
CB0046733,T0046733,2026-04-24 16:05:00,duplicate,lost
CB0046752,T0046752,2026-02-25 14:47:00,duplicate,lost
CB0046777,T0046777,2026-03-08 03:57:00,fraud,lost
CB0046806,T0046806,2026-07-02 05:48:00,product_not_received,pending
CB0046814,T0046814,2026-03-24 00:59:00,product_not_received,lost
CB0046929,T0046929,2026-03-22 12:50:00,duplicate,won
CB0046958,T0046958,2026-04-16 07:05:00,credit_not_processed,pending
CB0046966,T0046966,2026-02-18 01:14:00,fraud,lost
CB0047004,T0047004,2026-04-08 14:33:00,fraud,pending
CB0047033,T0047033,2026-05-08 02:41:00,product_not_received,pending
CB0047185,T0047185,2026-02-08 08:44:00,duplicate,pending
CB0047215,T0047215,2026-01-23 15:40:00,duplicate,won
CB0047240,T0047240,2026-07-23 04:51:00,duplicate,pending
CB0047251,T0047251,2026-01-25 09:37:00,fraud,won
CB0047317,T0047317,2026-01-22 04:35:00,duplicate,won
CB0047334,T0047334,2026-02-10 10:08:00,credit_not_processed,won
CB0047398,T0047398,2026-05-18 00:35:00,credit_not_processed,won
CB0047401,T0047401,2026-07-07 13:55:00,credit_not_processed,won
CB0047425,T0047425,2026-02-01 06:16:00,duplicate,won
CB0047463,T0047463,2026-06-27 21:25:00,product_not_received,pending
CB0047471,T0047471,2026-06-05 14:07:00,credit_not_processed,pending
CB0047483,T0047483,2026-01-22 13:32:00,product_not_received,won
CB0047521,T0047521,2026-04-04 20:48:00,product_not_received,lost
CB0047528,T0047528,2026-06-26 06:58:00,credit_not_processed,won
CB0047574,T0047574,2026-07-12 10:17:00,fraud,lost
