txn_id,customer_id,device_id,payment_instrument_id,amount,timestamp,merchant_category,status,ground_truth_behavior
T0028205,C03538,D00778,P08703,451.88,2026-04-13 04:08:00,travel,success,NORMAL
T0028206,C02138,D04656,P06586,301.34,2026-01-07 03:07:00,travel,success,NORMAL
T0028207,C01236,D02052,P02893,1099.47,2026-07-07 09:48:00,electronics,success,NORMAL
T0028208,C09187,D02835,P00114,1586.93,2026-07-24 02:40:00,travel,success,NORMAL
T0028209,C03963,D00403,P03429,1546.53,2026-07-06 08:25:00,travel,success,NORMAL
T0028210,C07399,D04105,P03514,5560.87,2026-04-16 02:37:00,food,success,NORMAL
T0028211,C05775,D03028,P03268,2500.53,2026-03-12 05:51:00,grocery,success,NORMAL
T0028212,C06127,D00043,P01828,7715.32,2026-07-12 03:49:00,electronics,success,NORMAL
T0028213,C06834,D00927,P03775,286.47,2026-07-21 18:26:00,travel,success,NORMAL
T0028214,C06149,D04522,P06850,474.87,2026-07-18 16:59:00,food,success,NORMAL
T0028215,C03852,D04384,P09325,4429.65,2026-02-24 16:25:00,food,success,NORMAL
T0028216,C01680,D04501,P04973,510.21,2026-06-25 11:46:00,travel,success,NORMAL
T0028217,C09383,D00891,P09542,5442.92,2026-02-19 00:08:00,electronics,success,NORMAL
T0028218,C02007,D02764,P08231,8529.75,2026-03-14 08:28:00,travel,success,NORMAL
T0028219,C01600,D03991,P01790,5275.45,2026-04-23 05:49:00,electronics,success,NORMAL
T0028220,C02069,D01709,P00103,1332.54,2026-07-01 09:01:00,travel,success,NORMAL
T0028221,C09508,D02482,P09216,288.02,2026-05-16 19:44:00,fashion,success,NORMAL
T0028222,C04396,D02029,P02834,8862.9,2026-06-06 18:11:00,fashion,success,NORMAL
T0028223,C03333,D02718,P09158,340.44,2026-03-02 11:21:00,grocery,success,NORMAL
T0028224,C07241,D03713,P04756,733.23,2026-01-22 10:45:00,electronics,success,NORMAL
T0028225,C00566,D04974,P04034,7582.08,2026-07-18 14:10:00,grocery,success,NORMAL
T0028226,C07570,D03963,P08048,2480.31,2026-07-06 10:02:00,grocery,success,NORMAL
T0028227,C07294,D04992,P08860,2579.8,2026-07-21 08:46:00,electronics,success,NORMAL
T0028228,C00398,D00376,P08691,572.74,2026-07-26 21:44:00,electronics,success,NORMAL
T0028229,C07099,D04043,P04159,329.75,2026-06-12 18:41:00,grocery,success,NORMAL
T0028230,C05859,D00947,P03086,1470.63,2026-05-04 15:38:00,travel,success,NORMAL
T0028231,C00032,D04331,P06773,7082.91,2026-06-01 04:48:00,food,success,NORMAL
T0028232,C05165,D01386,P06382,8076.05,2026-03-31 14:02:00,travel,success,NORMAL
T0028233,C04440,D01592,P02548,8922.12,2026-02-11 22:48:00,travel,success,NORMAL
T0028234,C00287,D01567,P05501,279.68,2026-06-26 18:04:00,fashion,success,NORMAL
T0028235,C02879,D02970,P08757,2826.38,2026-05-12 04:04:00,fashion,success,NORMAL
T0028236,C07827,D02662,P01115,6908.05,2026-02-01 15:34:00,food,success,NORMAL
T0028237,C05858,D02155,P03028,1342.51,2026-01-28 04:02:00,food,success,NORMAL
T0028238,C00624,D03253,P00874,7896.09,2026-01-28 08:49:00,travel,success,NORMAL
T0028239,C04283,D01502,P03781,960.89,2026-06-25 22:37:00,grocery,success,NORMAL
T0028240,C04995,D02359,P00844,921.24,2026-05-18 21:13:00,travel,success,NORMAL
T0028241,C02024,D01758,P04529,4429.58,2026-07-12 00:29:00,grocery,success,NORMAL
T0028242,C00634,D04803,P06446,983.37,2026-03-04 23:39:00,food,success,NORMAL
T0028243,C01222,D00737,P09303,2503.59,2026-02-24 17:36:00,grocery,success,NORMAL
T0028244,C03891,D03751,P06021,932.41,2026-02-26 12:06:00,electronics,success,NORMAL
T0028245,C05909,D03914,P07137,2209.87,2026-06-11 15:54:00,electronics,success,NORMAL
T0028246,C02301,D04802,P03071,958.84,2026-01-02 09:25:00,travel,success,NORMAL
T0028247,C08521,D04265,P02583,512.83,2026-01-26 06:50:00,grocery,success,ABUSIVE
T0028248,C06590,D00110,P07996,1587.36,2026-04-07 00:43:00,grocery,success,ABUSIVE
T0028249,C09167,D01296,P03210,8667.59,2026-01-10 15:06:00,travel,success,NORMAL
T0028250,C05624,D00579,P03101,709.41,2026-04-10 07:52:00,electronics,success,NORMAL
T0028251,C02214,D04129,P02902,532.95,2026-04-10 02:14:00,food,success,NORMAL
T0028252,C07649,D04412,P09092,1634.03,2026-05-28 09:22:00,food,success,NORMAL
T0028253,C01613,D03338,P04116,1328.44,2026-05-08 23:20:00,electronics,success,NORMAL
T0028254,C05268,D02691,P09089,1037.85,2026-07-18 19:06:00,grocery,success,NORMAL
T0028255,C06110,D03564,P08739,315.26,2026-06-28 14:29:00,grocery,success,NORMAL
T0028256,C06362,D04778,P02634,438.9,2026-06-16 00:25:00,travel,success,NORMAL
T0028257,C02084,D01847,P07430,2431.84,2026-03-23 02:47:00,grocery,success,NORMAL
T0028258,C04182,D03722,P07622,7383.99,2026-02-23 01:03:00,fashion,success,NORMAL
T0028259,C05334,D01086,P04167,5039.75,2026-04-06 13:30:00,grocery,success,NORMAL
T0028260,C09709,D03158,P02895,1681.45,2026-06-05 08:21:00,travel,success,NORMAL
T0028261,C07687,D03311,P03307,920.52,2026-07-10 14:59:00,travel,success,NORMAL
T0028262,C08405,D00248,P04492,1074.48,2026-02-14 04:47:00,grocery,success,NORMAL
T0028263,C05581,D04457,P03680,4699.15,2026-02-26 23:14:00,grocery,success,NORMAL
T0028264,C00711,D03593,P07436,1623.83,2026-04-01 18:32:00,fashion,success,NORMAL
T0028265,C07319,D01993,P07275,532.25,2026-01-22 14:52:00,grocery,success,NORMAL
T0028266,C05053,D03828,P00131,717.46,2026-04-22 12:26:00,food,success,NORMAL
T0028267,C01479,D03256,P04607,1421.22,2026-02-14 05:45:00,fashion,success,NORMAL
T0028268,C08027,D03904,P08573,7422.78,2026-04-02 15:56:00,grocery,success,NORMAL
T0028269,C01786,D02712,P03324,463.3,2026-05-09 17:09:00,travel,success,NORMAL
T0028270,C00876,D04005,P04268,831.88,2026-07-04 09:14:00,electronics,success,NORMAL
T0028271,C07194,D01297,P06949,8405.66,2026-02-17 11:33:00,electronics,success,NORMAL
T0028272,C04408,D02657,P05614,6972.83,2026-03-28 22:13:00,electronics,success,NORMAL
T0028273,C00805,D02069,P03094,881.97,2026-05-22 14:29:00,electronics,success,NORMAL
T0028274,C02837,D02445,P02172,2697.2,2026-01-09 23:43:00,grocery,success,NORMAL
T0028275,C08251,D03839,P05276,9003.82,2026-01-15 20:42:00,fashion,success,NORMAL
T0028276,C02942,D04065,P07888,2501.22,2026-04-06 20:04:00,food,success,NORMAL
T0028277,C05908,D00843,P02271,985.86,2026-05-03 03:17:00,grocery,success,NORMAL
T0028278,C01739,D01886,P03849,276.49,2026-03-15 15:08:00,travel,success,NORMAL
T0028279,C04008,D00899,P03630,1481.79,2026-04-24 13:00:00,electronics,success,NORMAL
T0028280,C06364,D00983,P01170,5438.24,2026-02-11 21:03:00,food,success,NORMAL
T0028281,C01616,D02634,P03982,1274.88,2026-01-23 09:13:00,fashion,success,NORMAL
T0028282,C08130,D04812,P07406,884.54,2026-01-06 12:33:00,fashion,success,NORMAL
T0028283,C01875,D02731,P05736,1500.32,2026-06-10 08:44:00,electronics,success,NORMAL
T0028284,C01995,D00133,P01714,5189.63,2026-01-20 23:51:00,grocery,success,NORMAL
T0028285,C03172,D02327,P07630,7438.1,2026-04-14 08:35:00,fashion,success,NORMAL
T0028286,C09958,D04743,P00934,965.03,2026-06-07 16:12:00,electronics,success,NORMAL
T0028287,C04206,D00971,P03577,1533.98,2026-03-06 07:52:00,fashion,success,NORMAL
T0028288,C05552,D04939,P00021,697.63,2026-01-09 18:10:00,grocery,success,NORMAL
T0028289,C00886,D00530,P00134,4953.32,2026-01-29 20:00:00,electronics,success,NORMAL
T0028290,C02144,D02398,P02836,2291.58,2026-04-30 15:08:00,electronics,success,NORMAL
T0028291,C08481,D03970,P04177,9522.39,2026-04-10 01:49:00,electronics,success,NORMAL
T0028292,C08009,D00588,P02141,918.16,2026-04-26 15:19:00,travel,success,NORMAL
T0028293,C00661,D03857,P06770,873.99,2026-07-02 16:52:00,travel,success,NORMAL
T0028294,C09778,D02464,P07353,753.24,2026-06-19 08:15:00,food,success,NORMAL
T0028295,C06983,D01402,P03281,836.38,2026-07-08 19:09:00,travel,success,NORMAL
T0028296,C09143,D03195,P09519,1379.67,2026-05-09 14:55:00,grocery,success,NORMAL
T0028297,C06455,D02671,P01711,300.53,2026-07-05 05:06:00,fashion,success,NORMAL
T0028298,C03601,D00394,P08766,8978.11,2026-02-05 18:09:00,fashion,success,NORMAL
T0028299,C01475,D03886,P08102,294.0,2026-04-19 14:12:00,grocery,success,NORMAL
T0028300,C09978,D00198,P01589,7573.54,2026-03-28 10:20:00,electronics,success,NORMAL
T0028301,C01569,D00575,P02709,568.91,2026-06-17 06:07:00,electronics,success,NORMAL
T0028302,C07779,D02956,P00214,2999.0,2026-02-17 04:21:00,fashion,success,ABUSIVE
T0028303,C06369,D01184,P02148,733.99,2026-06-09 08:48:00,fashion,success,NORMAL
T0028304,C01992,D00008,P03597,1094.68,2026-03-09 16:21:00,electronics,success,NORMAL
T0028305,C05774,D04993,P08256,2799.93,2026-06-19 16:55:00,fashion,success,NORMAL
T0028306,C01104,D04316,P07138,268.12,2026-04-23 14:17:00,grocery,success,NORMAL
T0028307,C09076,D00355,P02176,5634.77,2026-04-07 11:01:00,electronics,success,NORMAL
T0028308,C02081,D02027,P04854,1677.31,2026-05-07 13:54:00,grocery,success,NORMAL
T0028309,C09465,D00054,P04629,851.46,2026-03-10 19:54:00,fashion,success,NORMAL
T0028310,C00948,D00428,P06349,754.72,2026-05-18 16:27:00,food,success,NORMAL
T0028311,C00890,D04044,P06719,918.22,2026-01-30 20:15:00,travel,success,NORMAL
T0028312,C09231,D02310,P08796,1282.16,2026-04-03 10:43:00,electronics,success,NORMAL
T0028313,C07604,D02351,P08167,11458.78,2026-01-14 11:07:00,fashion,success,NORMAL
T0028314,C09158,D02148,P01379,4568.91,2026-04-30 11:57:00,electronics,success,NORMAL
T0028315,C09971,D01460,P00813,2249.03,2026-07-14 15:27:00,electronics,success,NORMAL
T0028316,C07477,D04323,P01359,469.87,2026-06-12 01:55:00,travel,success,NORMAL
T0028317,C07599,D03889,P08973,856.11,2026-03-10 04:39:00,fashion,success,NORMAL
T0028318,C05982,D02367,P09153,8598.42,2026-02-27 21:34:00,food,success,NORMAL
T0028319,C03974,D00015,P06994,8955.7,2026-01-02 05:53:00,food,success,NORMAL
T0028320,C08806,D03578,P02442,4425.58,2026-05-20 21:00:00,travel,success,NORMAL
T0028321,C03503,D04804,P02434,333.24,2026-06-14 10:24:00,grocery,success,NORMAL
T0028322,C06641,D04740,P03664,886.28,2026-05-06 17:21:00,grocery,success,NORMAL
T0028323,C02230,D02661,P04879,792.22,2026-01-10 00:17:00,food,success,NORMAL
T0028324,C09780,D01788,P08533,859.3,2026-05-14 21:53:00,electronics,success,NORMAL
T0028325,C03901,D01235,P02777,5398.73,2026-02-21 21:21:00,travel,success,NORMAL
T0028326,C06616,D04045,P03771,9633.26,2026-05-05 23:06:00,food,success,NORMAL
T0028327,C09252,D04778,P05891,1030.55,2026-03-12 08:31:00,travel,success,ABUSIVE
T0028328,C02648,D03343,P05716,299.53,2026-01-09 12:46:00,food,success,NORMAL
T0028329,C06494,D04265,P08539,814.72,2026-01-08 06:52:00,fashion,success,NORMAL
T0028330,C04949,D00501,P01879,8655.5,2026-04-24 10:01:00,fashion,success,NORMAL
T0028331,C09072,D03433,P02240,326.39,2026-05-03 02:14:00,fashion,success,NORMAL
T0028332,C01248,D04219,P07937,517.52,2026-07-01 04:11:00,grocery,success,NORMAL
T0028333,C08607,D02283,P03894,2658.38,2026-07-16 02:22:00,electronics,success,NORMAL
T0028334,C04212,D00599,P04872,4359.72,2026-06-17 00:53:00,food,success,ABUSIVE
T0028335,C09790,D04161,P05863,465.74,2026-04-02 10:57:00,fashion,success,NORMAL
T0028336,C02123,D03015,P08736,258.91,2026-07-24 12:06:00,fashion,success,NORMAL
T0028337,C04561,D04945,P03141,324.52,2026-01-28 16:24:00,fashion,success,NORMAL
T0028338,C02687,D01643,P02048,1616.9,2026-01-11 12:49:00,grocery,success,NORMAL
T0028339,C06196,D00762,P06366,731.19,2026-07-28 01:34:00,travel,success,NORMAL
T0028340,C08852,D00615,P05841,1334.53,2026-03-16 15:55:00,grocery,success,NORMAL
T0028341,C06740,D03115,P05636,865.46,2026-02-06 23:59:00,food,success,NORMAL
T0028342,C08565,D04201,P06689,694.96,2026-01-15 03:07:00,electronics,success,NORMAL
T0028343,C06640,D02563,P05630,269.76,2026-03-02 11:53:00,fashion,success,NORMAL
T0028344,C04422,D02323,P08729,10770.07,2026-01-06 15:36:00,grocery,success,NORMAL
T0028345,C03355,D00769,P07471,5334.92,2026-05-10 03:41:00,travel,success,NORMAL
T0028346,C07907,D02660,P03941,978.57,2026-04-28 15:53:00,food,success,NORMAL
T0028347,C09990,D01135,P07066,746.31,2026-07-16 13:58:00,grocery,success,NORMAL
T0028348,C02870,D01823,P03043,1031.41,2026-01-20 04:03:00,travel,success,NORMAL
T0028349,C06684,D02688,P05524,9908.39,2026-07-15 00:14:00,grocery,success,NORMAL
T0028350,C05832,D00805,P01853,5031.36,2026-06-05 12:39:00,electronics,success,NORMAL
T0028351,C03083,D00414,P01513,836.23,2026-01-30 21:22:00,fashion,success,NORMAL
T0028352,C02585,D01256,P05781,5573.77,2026-07-11 10:17:00,food,success,NORMAL
T0028353,C03443,D01553,P02356,283.81,2026-05-07 00:02:00,travel,success,NORMAL
T0028354,C09105,D04381,P09469,256.26,2026-04-06 11:30:00,electronics,success,NORMAL
T0028355,C00112,D03355,P06057,7555.39,2026-01-11 23:12:00,travel,success,NORMAL
T0028356,C03592,D00249,P06740,1656.43,2026-06-23 03:03:00,grocery,success,NORMAL
T0028357,C09338,D03515,P02825,886.6,2026-02-13 05:35:00,fashion,success,NORMAL
T0028358,C02768,D02913,P00823,922.82,2026-07-02 15:09:00,food,success,NORMAL
T0028359,C04566,D00373,P02882,2724.98,2026-05-28 23:18:00,electronics,success,NORMAL
T0028360,C03970,D01380,P06501,8919.3,2026-05-15 17:11:00,food,success,NORMAL
T0028361,C02781,D02359,P04520,456.56,2026-03-15 20:04:00,fashion,success,NORMAL
T0028362,C04436,D01763,P08710,1010.26,2026-03-24 21:23:00,food,success,NORMAL
T0028363,C08834,D02415,P02382,571.05,2026-06-01 23:50:00,travel,success,NORMAL
T0028364,C01930,D01131,P06913,5690.95,2026-05-23 12:33:00,fashion,success,NORMAL
T0028365,C06989,D00783,P09735,1999.0,2026-06-10 06:22:00,travel,success,ABUSIVE
T0028366,C09377,D04536,P09281,11090.16,2026-04-17 00:11:00,grocery,success,NORMAL
T0028367,C05234,D04109,P09956,964.68,2026-01-22 04:47:00,food,success,ABUSIVE
T0028368,C08166,D00387,P09142,9078.81,2026-02-18 14:03:00,food,success,NORMAL
T0028369,C03556,D02774,P09028,6900.14,2026-01-09 11:16:00,electronics,success,NORMAL
T0028370,C02723,D03278,P01845,2140.57,2026-04-08 09:05:00,grocery,success,NORMAL
T0028371,C03175,D00284,P07978,1067.52,2026-02-14 21:22:00,fashion,success,NORMAL
T0028372,C06991,D02772,P04431,4356.66,2026-07-09 13:59:00,travel,success,NORMAL
T0028373,C08167,D00876,P08899,806.72,2026-05-04 13:28:00,fashion,success,NORMAL
T0028374,C00912,D02434,P00227,8787.65,2026-01-04 04:53:00,grocery,success,NORMAL
T0028375,C08729,D03567,P02552,7176.14,2026-01-27 08:36:00,travel,success,NORMAL
T0028376,C07597,D02016,P01253,6815.05,2026-04-26 11:18:00,electronics,success,NORMAL
T0028377,C08462,D00570,P03639,4293.19,2026-01-09 06:22:00,food,success,NORMAL
T0028378,C07418,D00262,P05706,2653.28,2026-07-05 13:48:00,travel,success,NORMAL
T0028379,C05048,D04460,P02317,565.76,2026-03-15 11:11:00,fashion,success,NORMAL
T0028380,C02921,D01151,P08855,2710.49,2026-04-05 22:55:00,food,success,NORMAL
T0028381,C09305,D03353,P06513,7769.28,2026-03-25 16:47:00,grocery,success,NORMAL
T0028382,C08271,D03374,P08859,2588.75,2026-01-11 21:57:00,travel,success,NORMAL
T0028383,C02137,D04654,P07404,1375.58,2026-03-28 23:59:00,grocery,success,NORMAL
T0028384,C05344,D03046,P07760,338.54,2026-06-23 15:45:00,grocery,success,NORMAL
T0028385,C04364,D01522,P04640,2569.5,2026-07-07 02:13:00,electronics,success,NORMAL
T0028386,C08933,D01081,P00685,503.21,2026-01-09 20:32:00,food,success,NORMAL
T0028387,C06059,D00959,P07002,333.45,2026-06-30 23:22:00,fashion,success,NORMAL
T0028388,C08435,D02336,P04516,8083.64,2026-01-07 07:22:00,food,success,NORMAL
T0028389,C03837,D00150,P05247,1354.89,2026-05-31 18:38:00,travel,success,NORMAL
T0028390,C07811,D02179,P09676,478.69,2026-02-12 17:36:00,electronics,success,NORMAL
T0028391,C06019,D02660,P07106,309.11,2026-02-25 16:44:00,grocery,success,NORMAL
T0028392,C09260,D00557,P06712,287.63,2026-05-08 07:27:00,food,success,NORMAL
T0028393,C03884,D03147,P02341,2669.09,2026-02-24 14:59:00,food,success,NORMAL
T0028394,C03142,D00267,P00843,507.74,2026-04-15 09:45:00,electronics,success,NORMAL
T0028395,C02016,D04438,P01214,282.4,2026-06-16 03:41:00,travel,success,NORMAL
T0028396,C03391,D04449,P02024,7915.17,2026-06-30 03:45:00,grocery,success,NORMAL
T0028397,C06192,D03299,P08455,569.24,2026-01-23 08:10:00,travel,success,NORMAL
T0028398,C09268,D01797,P08490,520.72,2026-04-30 03:54:00,grocery,success,NORMAL
T0028399,C00373,D04286,P01579,5441.05,2026-04-27 15:09:00,fashion,success,NORMAL
T0028400,C09892,D00962,P08327,262.7,2026-03-01 10:40:00,electronics,success,NORMAL
T0028401,C09527,D00835,P09106,4870.97,2026-06-12 09:13:00,grocery,success,NORMAL
T0028402,C09887,D03213,P05290,9550.7,2026-02-21 08:02:00,fashion,success,NORMAL
T0028403,C00422,D03366,P08234,862.61,2026-02-15 17:05:00,travel,success,NORMAL
T0028404,C06562,D01387,P00317,822.23,2026-01-08 01:22:00,grocery,success,NORMAL
T0028405,C07357,D03192,P01148,471.49,2026-01-22 19:58:00,travel,success,NORMAL
T0028406,C02778,D01493,P03398,293.44,2026-04-21 11:42:00,fashion,success,NORMAL
T0028407,C09373,D02557,P06669,7511.64,2026-02-23 17:56:00,electronics,success,NORMAL
T0028408,C05700,D02031,P06960,5293.15,2026-06-25 00:43:00,fashion,success,NORMAL
T0028409,C00231,D04143,P09246,11429.07,2026-07-30 08:53:00,food,success,NORMAL
T0028410,C01200,D02473,P00853,540.84,2026-02-15 09:44:00,travel,success,NORMAL
T0028411,C01714,D01935,P03652,4516.79,2026-06-06 02:32:00,electronics,success,NORMAL
T0028412,C03524,D01704,P06912,2431.18,2026-04-04 11:26:00,fashion,success,NORMAL
T0028413,C07234,D04004,P04974,1450.47,2026-01-05 12:44:00,electronics,success,NORMAL
T0028414,C01268,D04514,P05590,5439.13,2026-01-03 19:26:00,travel,success,NORMAL
T0028415,C08176,D02808,P03468,557.11,2026-04-29 19:01:00,fashion,success,NORMAL
T0028416,C00409,D03419,P02118,734.69,2026-05-15 23:03:00,electronics,success,NORMAL
T0028417,C01142,D02551,P04691,736.6,2026-01-23 23:24:00,travel,success,NORMAL
T0028418,C08471,D02431,P01055,306.64,2026-03-08 01:04:00,grocery,success,NORMAL
T0028419,C01387,D04562,P03152,891.87,2026-06-06 13:44:00,travel,success,NORMAL
T0028420,C08514,D03962,P09848,931.9,2026-05-27 02:30:00,food,success,NORMAL
T0028421,C07208,D00046,P00176,458.49,2026-04-01 19:50:00,travel,success,NORMAL
T0028422,C06352,D03048,P07374,2146.02,2026-05-30 19:31:00,travel,success,NORMAL
T0028423,C01394,D03904,P00764,1437.92,2026-02-19 11:46:00,electronics,success,NORMAL
T0028424,C00901,D04536,P09128,447.94,2026-02-24 00:32:00,travel,success,NORMAL
T0028425,C03218,D02879,P02955,1436.77,2026-05-25 16:28:00,travel,success,NORMAL
T0028426,C04385,D00438,P04118,1476.11,2026-06-28 06:13:00,travel,success,NORMAL
T0028427,C02608,D02211,P03017,835.43,2026-03-19 05:26:00,travel,success,NORMAL
T0028428,C01110,D02494,P01435,1528.35,2026-06-06 17:47:00,food,success,NORMAL
T0028429,C06985,D04327,P07728,1669.64,2026-04-23 21:37:00,fashion,success,NORMAL
T0028430,C06188,D04819,P09522,8938.32,2026-04-11 00:20:00,grocery,success,NORMAL
T0028431,C06345,D04806,P09075,1666.87,2026-05-16 17:44:00,travel,success,NORMAL
T0028432,C05477,D01692,P02621,2429.08,2026-03-24 04:38:00,grocery,success,NORMAL
T0028433,C05918,D01626,P06844,2403.86,2026-05-30 03:28:00,fashion,success,NORMAL
T0028434,C07424,D04755,P03686,1329.91,2026-05-28 12:09:00,travel,success,NORMAL
T0028435,C09859,D04825,P03206,2326.19,2026-04-22 15:24:00,fashion,success,NORMAL
T0028436,C09440,D04514,P05590,263.27,2026-05-12 19:42:00,fashion,success,NORMAL
T0028437,C08895,D01032,P07622,911.19,2026-01-08 17:38:00,food,success,NORMAL
T0028438,C09323,D04819,P09522,530.38,2026-05-30 20:54:00,travel,success,NORMAL
T0028439,C04947,D03081,P08381,1539.91,2026-02-19 22:28:00,travel,success,NORMAL
T0028440,C08646,D01497,P04097,2285.75,2026-03-04 14:41:00,travel,success,NORMAL
T0028441,C04317,D04609,P05836,2327.41,2026-04-17 14:32:00,travel,success,NORMAL
T0028442,C02800,D04143,P02273,740.89,2026-01-12 17:28:00,electronics,success,NORMAL
T0028443,C03923,D01481,P03021,1315.63,2026-03-06 15:45:00,electronics,success,NORMAL
T0028444,C08709,D01402,P09688,2680.37,2026-01-10 13:16:00,food,success,NORMAL
T0028445,C06598,D01268,P01604,9188.04,2026-06-16 07:46:00,grocery,success,NORMAL
T0028446,C07763,D02001,P01553,10804.76,2026-06-22 17:02:00,fashion,success,NORMAL
T0028447,C06280,D04871,P06123,904.38,2026-03-23 18:40:00,grocery,success,NORMAL
T0028448,C07916,D04211,P01487,568.26,2026-04-09 11:19:00,electronics,success,NORMAL
T0028449,C00718,D03178,P00413,761.07,2026-06-22 11:00:00,electronics,success,NORMAL
T0028450,C01859,D02913,P07923,5586.37,2026-02-21 00:52:00,electronics,success,ABUSIVE
T0028451,C01352,D01923,P04071,7131.04,2026-04-17 04:51:00,electronics,success,NORMAL
T0028452,C00497,D00852,P04906,1699.0,2026-06-03 15:31:00,fashion,success,ABUSIVE
T0028453,C04651,D03811,P03002,7353.96,2026-02-06 19:08:00,grocery,success,ABUSIVE
T0028454,C07461,D01310,P06770,11387.8,2026-03-10 01:40:00,electronics,success,NORMAL
T0028455,C05367,D01583,P00120,984.53,2026-05-03 10:02:00,fashion,success,NORMAL
T0028456,C04468,D03706,P08333,831.21,2026-05-08 08:46:00,travel,success,NORMAL
T0028457,C02920,D04429,P09847,2793.84,2026-05-07 01:38:00,fashion,success,NORMAL
T0028458,C04076,D04392,P09356,10873.63,2026-07-04 13:37:00,fashion,success,NORMAL
T0028459,C06488,D00818,P02871,315.18,2026-07-30 13:49:00,electronics,success,NORMAL
T0028460,C09439,D03809,P06818,926.87,2026-05-07 08:09:00,travel,success,NORMAL
T0028461,C07869,D01849,P04817,265.67,2026-04-16 13:03:00,electronics,success,NORMAL
T0028462,C03688,D03120,P08646,5508.35,2026-02-08 13:33:00,grocery,success,NORMAL
T0028463,C08257,D04199,P09320,8673.4,2026-02-06 08:35:00,grocery,success,NORMAL
T0028464,C09060,D03868,P05585,4379.5,2026-03-16 12:33:00,grocery,success,NORMAL
T0028465,C07182,D01066,P09622,322.24,2026-01-13 01:44:00,grocery,success,NORMAL
T0028466,C09937,D01733,P00952,2329.3,2026-05-08 15:01:00,fashion,success,NORMAL
T0028467,C06132,D02211,P00733,869.57,2026-04-15 21:09:00,food,success,NORMAL
T0028468,C04973,D03575,P00658,254.3,2026-07-09 09:25:00,fashion,success,NORMAL
T0028469,C00139,D04063,P09560,2609.4,2026-07-22 12:17:00,travel,success,NORMAL
T0028470,C03084,D04005,P09532,1031.66,2026-01-07 05:32:00,fashion,success,NORMAL
T0028471,C07408,D02743,P01929,8264.65,2026-01-22 12:34:00,grocery,success,NORMAL
T0028472,C07594,D02704,P08921,5000.22,2026-02-19 06:59:00,food,success,NORMAL
T0028473,C04563,D00159,P07518,2356.81,2026-04-05 19:05:00,travel,success,NORMAL
T0028474,C04146,D00781,P09525,11422.39,2026-05-23 00:31:00,grocery,success,NORMAL
T0028475,C00396,D01239,P08629,728.98,2026-06-19 14:06:00,food,success,NORMAL
T0028476,C09720,D02035,P09357,696.52,2026-01-04 15:29:00,travel,success,NORMAL
T0028477,C04730,D02014,P08335,538.65,2026-07-21 12:42:00,electronics,success,NORMAL
T0028478,C03975,D01648,P05328,8511.43,2026-04-17 02:56:00,food,success,NORMAL
T0028479,C01632,D00724,P05965,1541.57,2026-02-24 21:40:00,travel,success,NORMAL
T0028480,C04198,D04026,P00912,554.04,2026-03-08 21:54:00,electronics,success,NORMAL
T0028481,C05161,D02670,P07165,4406.18,2026-01-06 19:04:00,travel,success,NORMAL
T0028482,C02534,D02549,P09979,4326.61,2026-05-01 08:30:00,food,success,NORMAL
T0028483,C09522,D02061,P09410,2142.2,2026-02-24 23:17:00,travel,success,NORMAL
T0028484,C04374,D03588,P00412,524.32,2026-04-07 20:37:00,food,success,NORMAL
T0028485,C06065,D03711,P03624,8296.59,2026-06-16 13:19:00,travel,success,NORMAL
T0028486,C09136,D02153,P06050,4862.3,2026-05-17 14:02:00,fashion,success,NORMAL
T0028487,C00207,D03123,P06725,1469.56,2026-06-13 11:08:00,food,success,NORMAL
T0028488,C09761,D02733,P06743,1037.95,2026-04-03 01:54:00,grocery,success,NORMAL
T0028489,C02245,D00419,P07517,10509.85,2026-01-28 05:30:00,food,success,NORMAL
T0028490,C04311,D04769,P01762,1083.45,2026-02-28 13:41:00,travel,success,NORMAL
T0028491,C04601,D04578,P07941,554.0,2026-01-16 20:30:00,fashion,success,NORMAL
T0028492,C04175,D02727,P03264,1525.12,2026-02-13 06:48:00,grocery,success,NORMAL
T0028493,C00900,D00727,P01415,501.37,2026-06-28 14:39:00,fashion,success,NORMAL
T0028494,C06743,D02908,P08585,8984.28,2026-04-13 10:47:00,electronics,success,NORMAL
T0028495,C08292,D04653,P04634,7495.05,2026-05-08 15:14:00,travel,success,NORMAL
T0028496,C09562,D04443,P08779,5461.13,2026-06-27 16:07:00,electronics,success,NORMAL
T0028497,C01682,D03959,P09997,495.24,2026-06-29 06:20:00,travel,success,NORMAL
T0028498,C00908,D02653,P01013,1000.82,2026-03-12 05:34:00,food,success,NORMAL
T0028499,C06642,D02768,P02798,899.68,2026-02-20 15:43:00,grocery,success,NORMAL
T0028500,C06053,D04874,P08254,1044.34,2026-03-28 03:48:00,travel,success,NORMAL
T0028501,C06680,D04445,P03906,2331.8,2026-02-14 20:46:00,grocery,success,NORMAL
T0028502,C06356,D01526,P04473,10473.46,2026-04-20 05:17:00,food,success,NORMAL
T0028503,C00230,D04881,P04636,2576.37,2026-01-26 08:33:00,grocery,success,NORMAL
T0028504,C09972,D03609,P03642,2612.07,2026-06-06 17:04:00,food,success,NORMAL
T0028505,C09651,D03387,P09350,4770.05,2026-05-27 20:37:00,electronics,success,NORMAL
T0028506,C01777,D01597,P00569,2630.98,2026-04-27 07:05:00,grocery,success,NORMAL
