customer_id,device_id,first_used,last_used,usage_frequency,source
C06614,D02508,2025-01-01,2026-08-01,3,baseline
C06615,D01385,2025-01-01,2026-08-01,3,baseline
C06616,D03508,2025-01-01,2026-08-01,2,baseline
C06617,D03895,2025-01-01,2026-08-01,18,baseline
C06618,D04594,2025-01-01,2026-08-01,10,baseline
C06619,D04940,2025-01-01,2026-08-01,8,baseline
C06620,D03612,2025-01-01,2026-08-01,18,baseline
C06621,D03624,2025-01-01,2026-08-01,14,baseline
C06622,D00020,2025-01-01,2026-08-01,11,baseline
C06623,D04096,2025-01-01,2026-08-01,13,baseline
C06624,D02165,2025-01-01,2026-08-01,9,baseline
C06625,D01752,2025-01-01,2026-08-01,3,baseline
C06626,D04098,2025-01-01,2026-08-01,14,baseline
C06627,D04263,2025-01-01,2026-08-01,5,baseline
C06628,D03499,2025-01-01,2026-08-01,6,baseline
C06629,D04604,2025-01-01,2026-08-01,9,baseline
C06630,D01661,2025-01-01,2026-08-01,16,baseline
C06631,D00326,2025-01-01,2026-08-01,11,baseline
C06632,D03891,2025-01-01,2026-08-01,3,baseline
C06633,D02967,2025-01-01,2026-08-01,16,baseline
C06634,D01282,2025-01-01,2026-08-01,5,baseline
C06635,D01582,2025-01-01,2026-08-01,14,baseline
C06636,D01618,2025-01-01,2026-08-01,17,baseline
C06637,D02528,2025-01-01,2026-08-01,6,baseline
C06638,D00440,2025-01-01,2026-08-01,5,baseline
C06639,D03956,2025-01-01,2026-08-01,8,baseline
C06640,D00044,2025-01-01,2026-08-01,7,baseline
C06641,D01473,2025-01-01,2026-08-01,16,baseline
C06642,D03194,2025-01-01,2026-08-01,5,baseline
C06643,D02831,2025-01-01,2026-08-01,5,baseline
C06644,D02412,2025-01-01,2026-08-01,5,baseline
C06645,D01817,2025-01-01,2026-08-01,5,baseline
C06646,D03761,2025-01-01,2026-08-01,9,baseline
C06647,D01251,2025-01-01,2026-08-01,2,baseline
C06648,D01092,2025-01-01,2026-08-01,14,baseline
C06649,D03967,2025-01-01,2026-08-01,12,baseline
C06650,D04213,2025-01-01,2026-08-01,4,baseline
C06651,D01787,2025-01-01,2026-08-01,3,baseline
C06652,D03580,2025-01-01,2026-08-01,1,baseline
C06653,D01046,2025-01-01,2026-08-01,10,baseline
C06654,D01553,2025-01-01,2026-08-01,14,baseline
C06655,D01609,2025-01-01,2026-08-01,14,baseline
C06656,D04424,2025-01-01,2026-08-01,5,baseline
C06657,D04239,2025-01-01,2026-08-01,4,baseline
C06658,D03639,2025-01-01,2026-08-01,12,baseline
C06659,D02270,2025-01-01,2026-08-01,19,baseline
C06660,D03896,2025-01-01,2026-08-01,12,baseline
C06661,D01308,2025-01-01,2026-08-01,17,baseline
C06662,D00368,2025-01-01,2026-08-01,19,baseline
C06663,D00889,2025-01-01,2026-08-01,20,baseline
C06664,D01849,2025-01-01,2026-08-01,17,baseline
C06665,D03292,2025-01-01,2026-08-01,8,baseline
C06666,D03047,2025-01-01,2026-08-01,6,baseline
C06667,D00767,2025-01-01,2026-08-01,8,baseline
C06668,D02719,2025-01-01,2026-08-01,17,baseline
C06669,D01442,2025-01-01,2026-08-01,13,baseline
C06670,D02839,2025-01-01,2026-08-01,1,baseline
C06671,D04408,2025-01-01,2026-08-01,11,baseline
C06672,D02303,2025-01-01,2026-08-01,9,baseline
C06673,D03122,2025-01-01,2026-08-01,2,baseline
C06674,D00391,2025-01-01,2026-08-01,3,baseline
C06675,D01684,2025-01-01,2026-08-01,5,baseline
C06676,D00010,2025-01-01,2026-08-01,2,baseline
C06677,D01350,2025-01-01,2026-08-01,4,baseline
C06678,D04393,2025-01-01,2026-08-01,19,baseline
C06679,D04866,2025-01-01,2026-08-01,13,baseline
C06680,D04017,2025-01-01,2026-08-01,7,baseline
C06681,D00925,2025-01-01,2026-08-01,6,baseline
C06682,D03435,2025-01-01,2026-08-01,13,baseline
C06683,D02167,2025-01-01,2026-08-01,5,baseline
C06684,D03148,2025-01-01,2026-08-01,5,baseline
C06685,D02164,2025-01-01,2026-08-01,2,baseline
C06686,D02200,2025-01-01,2026-08-01,19,baseline
C06687,D04244,2025-01-01,2026-08-01,18,baseline
C06688,D02044,2025-01-01,2026-08-01,10,baseline
C06689,D00867,2025-01-01,2026-08-01,16,baseline
C06690,D00973,2025-01-01,2026-08-01,11,baseline
C06691,D01240,2025-01-01,2026-08-01,7,baseline
C06692,D01504,2025-01-01,2026-08-01,18,baseline
C06693,D00739,2025-01-01,2026-08-01,12,baseline
C06694,D03766,2025-01-01,2026-08-01,16,baseline
C06695,D02923,2025-01-01,2026-08-01,12,baseline
C06696,D01486,2025-01-01,2026-08-01,12,baseline
C06697,D01269,2025-01-01,2026-08-01,9,baseline
C06698,D02600,2025-01-01,2026-08-01,9,baseline
C06699,D02927,2025-01-01,2026-08-01,19,baseline
C06700,D03866,2025-01-01,2026-08-01,13,baseline
C06701,D02460,2025-01-01,2026-08-01,19,baseline
C06702,D04869,2025-01-01,2026-08-01,18,baseline
C06703,D00866,2025-01-01,2026-08-01,17,baseline
C06704,D02687,2025-01-01,2026-08-01,6,baseline
C06705,D04598,2025-01-01,2026-08-01,6,baseline
C06706,D01011,2025-01-01,2026-08-01,15,baseline
C06707,D01333,2025-01-01,2026-08-01,14,baseline
C06708,D02201,2025-01-01,2026-08-01,11,baseline
C06709,D02929,2025-01-01,2026-08-01,5,baseline
C06710,D02416,2025-01-01,2026-08-01,8,baseline
C06711,D03543,2025-01-01,2026-08-01,15,baseline
C06712,D00428,2025-01-01,2026-08-01,18,baseline
C06713,D04544,2025-01-01,2026-08-01,17,baseline
C06714,D02451,2025-01-01,2026-08-01,14,baseline
C06715,D00167,2025-01-01,2026-08-01,17,baseline
C06716,D01401,2025-01-01,2026-08-01,6,baseline
C06717,D02626,2025-01-01,2026-08-01,20,baseline
C06718,D04911,2025-01-01,2026-08-01,10,baseline
C06719,D03406,2025-01-01,2026-08-01,14,baseline
C06720,D01113,2025-01-01,2026-08-01,11,baseline
C06721,D03009,2025-01-01,2026-08-01,11,baseline
C06722,D01247,2025-01-01,2026-08-01,19,baseline
C06723,D02762,2025-01-01,2026-08-01,12,baseline
C06724,D01871,2025-01-01,2026-08-01,7,baseline
C06725,D02086,2025-01-01,2026-08-01,4,baseline
C06726,D03567,2025-01-01,2026-08-01,6,baseline
C06727,D04981,2025-01-01,2026-08-01,17,baseline
C06728,D00980,2025-01-01,2026-08-01,11,baseline
C06729,D01550,2025-01-01,2026-08-01,18,baseline
C06730,D02361,2025-01-01,2026-08-01,14,baseline
C06731,D03698,2025-01-01,2026-08-01,12,baseline
C06732,D04279,2025-01-01,2026-08-01,10,baseline
C06733,D01792,2025-01-01,2026-08-01,13,baseline
C06734,D04665,2025-01-01,2026-08-01,6,baseline
C06735,D03526,2025-01-01,2026-08-01,14,baseline
C06736,D01005,2025-01-01,2026-08-01,7,baseline
C06737,D03921,2025-01-01,2026-08-01,13,baseline
C06738,D02699,2025-01-01,2026-08-01,17,baseline
C06739,D02998,2025-01-01,2026-08-01,1,baseline
C06740,D04136,2025-01-01,2026-08-01,16,baseline
C06741,D04559,2025-01-01,2026-08-01,15,baseline
C06742,D04286,2025-01-01,2026-08-01,10,baseline
C06743,D00997,2025-01-01,2026-08-01,1,baseline
C06744,D03839,2025-01-01,2026-08-01,13,baseline
C06745,D02875,2025-01-01,2026-08-01,9,baseline
C06746,D02934,2025-01-01,2026-08-01,14,baseline
C06747,D01347,2025-01-01,2026-08-01,2,baseline
C06748,D04289,2025-01-01,2026-08-01,15,baseline
C06749,D01253,2025-01-01,2026-08-01,18,baseline
C06750,D03258,2025-01-01,2026-08-01,11,baseline
C06751,D00511,2025-01-01,2026-08-01,20,baseline
C06752,D02869,2025-01-01,2026-08-01,8,baseline
C06753,D00125,2025-01-01,2026-08-01,12,baseline
C06754,D02205,2025-01-01,2026-08-01,14,baseline
C06755,D00233,2025-01-01,2026-08-01,7,baseline
C06756,D02398,2025-01-01,2026-08-01,1,baseline
C06757,D00212,2025-01-01,2026-08-01,16,baseline
C06758,D01852,2025-01-01,2026-08-01,2,baseline
C06759,D04101,2025-01-01,2026-08-01,11,baseline
C06760,D01519,2025-01-01,2026-08-01,8,baseline
C06761,D04242,2025-01-01,2026-08-01,20,baseline
C06762,D01762,2025-01-01,2026-08-01,16,baseline
C06763,D01939,2025-01-01,2026-08-01,17,baseline
C06764,D02691,2025-01-01,2026-08-01,14,baseline
C06765,D04225,2025-01-01,2026-08-01,20,baseline
C06766,D01541,2025-01-01,2026-08-01,13,baseline
C06767,D02394,2025-01-01,2026-08-01,16,baseline
C06768,D02053,2025-01-01,2026-08-01,14,baseline
C06769,D00671,2025-01-01,2026-08-01,3,baseline
C06770,D04584,2025-01-01,2026-08-01,9,baseline
C06771,D04776,2025-01-01,2026-08-01,2,baseline
C06772,D03462,2025-01-01,2026-08-01,8,baseline
C06773,D04245,2025-01-01,2026-08-01,16,baseline
C06774,D00854,2025-01-01,2026-08-01,9,baseline
C06775,D00165,2025-01-01,2026-08-01,2,baseline
C06776,D02582,2025-01-01,2026-08-01,7,baseline
C06777,D00104,2025-01-01,2026-08-01,20,baseline
C06778,D04223,2025-01-01,2026-08-01,10,baseline
C06779,D01976,2025-01-01,2026-08-01,9,baseline
C06780,D04730,2025-01-01,2026-08-01,3,baseline
C06781,D02988,2025-01-01,2026-08-01,9,baseline
C06782,D00947,2025-01-01,2026-08-01,15,baseline
C06783,D02401,2025-01-01,2026-08-01,20,baseline
C06784,D00164,2025-01-01,2026-08-01,7,baseline
C06785,D02239,2025-01-01,2026-08-01,9,baseline
C06786,D02572,2025-01-01,2026-08-01,8,baseline
C06787,D02596,2025-01-01,2026-08-01,17,baseline
C06788,D01560,2025-01-01,2026-08-01,11,baseline
C06789,D00907,2025-01-01,2026-08-01,6,baseline
C06790,D02260,2025-01-01,2026-08-01,1,baseline
C06791,D04593,2025-01-01,2026-08-01,20,baseline
C06792,D04554,2025-01-01,2026-08-01,15,baseline
C06793,D02637,2025-01-01,2026-08-01,20,baseline
C06794,D03263,2025-01-01,2026-08-01,18,baseline
C06795,D03217,2025-01-01,2026-08-01,13,baseline
C06796,D02260,2025-01-01,2026-08-01,7,baseline
C06797,D03470,2025-01-01,2026-08-01,15,baseline
C06798,D04231,2025-01-01,2026-08-01,16,baseline
C06799,D00330,2025-01-01,2026-08-01,5,baseline
C06800,D04475,2025-01-01,2026-08-01,15,baseline
C06801,D03190,2025-01-01,2026-08-01,6,baseline
C06802,D04504,2025-01-01,2026-08-01,10,baseline
C06803,D00581,2025-01-01,2026-08-01,15,baseline
C06804,D02107,2025-01-01,2026-08-01,11,baseline
C06805,D04323,2025-01-01,2026-08-01,10,baseline
C06806,D04819,2025-01-01,2026-08-01,4,baseline
C06807,D03436,2025-01-01,2026-08-01,13,baseline
C06808,D03962,2025-01-01,2026-08-01,8,baseline
C06809,D04038,2025-01-01,2026-08-01,10,baseline
C06810,D01521,2025-01-01,2026-08-01,3,baseline
C06811,D04933,2025-01-01,2026-08-01,3,baseline
C06812,D01612,2025-01-01,2026-08-01,4,baseline
C06813,D00009,2025-01-01,2026-08-01,19,baseline
C06814,D00378,2025-01-01,2026-08-01,16,baseline
C06815,D00368,2025-01-01,2026-08-01,5,baseline
C06816,D01280,2025-01-01,2026-08-01,7,baseline
C06817,D04975,2025-01-01,2026-08-01,6,baseline
C06818,D00333,2025-01-01,2026-08-01,20,baseline
C06819,D00678,2025-01-01,2026-08-01,18,baseline
C06820,D00147,2025-01-01,2026-08-01,8,baseline
C06821,D03395,2025-01-01,2026-08-01,6,baseline
C06822,D04764,2025-01-01,2026-08-01,18,baseline
C06823,D04599,2025-01-01,2026-08-01,20,baseline
C06824,D04951,2025-01-01,2026-08-01,8,baseline
C06825,D04460,2025-01-01,2026-08-01,9,baseline
C06826,D00451,2025-01-01,2026-08-01,15,baseline
C06827,D01137,2025-01-01,2026-08-01,14,baseline
C06828,D01705,2025-01-01,2026-08-01,3,baseline
C06829,D01397,2025-01-01,2026-08-01,9,baseline
C06830,D04829,2025-01-01,2026-08-01,4,baseline
C06831,D00424,2025-01-01,2026-08-01,6,baseline
C06832,D02827,2025-01-01,2026-08-01,19,baseline
C06833,D03410,2025-01-01,2026-08-01,8,baseline
C06834,D02131,2025-01-01,2026-08-01,11,baseline
C06835,D02446,2025-01-01,2026-08-01,6,baseline
C06836,D00156,2025-01-01,2026-08-01,12,baseline
C06837,D04438,2025-01-01,2026-08-01,20,baseline
C06838,D00581,2025-01-01,2026-08-01,20,baseline
C06839,D01916,2025-01-01,2026-08-01,4,baseline
C06840,D01864,2025-01-01,2026-08-01,2,baseline
C06841,D01222,2025-01-01,2026-08-01,15,baseline
C06842,D01659,2025-01-01,2026-08-01,9,baseline
C06843,D00573,2025-01-01,2026-08-01,18,baseline
C06844,D02509,2025-01-01,2026-08-01,2,baseline
C06845,D01723,2025-01-01,2026-08-01,17,baseline
C06846,D04069,2025-01-01,2026-08-01,12,baseline
C06847,D02239,2025-01-01,2026-08-01,2,baseline
C06848,D02966,2025-01-01,2026-08-01,11,baseline
C06849,D03075,2025-01-01,2026-08-01,10,baseline
C06850,D02592,2025-01-01,2026-08-01,5,baseline
C06851,D02338,2025-01-01,2026-08-01,13,baseline
C06852,D00199,2025-01-01,2026-08-01,16,baseline
C06853,D01695,2025-01-01,2026-08-01,3,baseline
C06854,D02234,2025-01-01,2026-08-01,4,baseline
C06855,D03565,2025-01-01,2026-08-01,5,baseline
C06856,D04218,2025-01-01,2026-08-01,10,baseline
C06857,D04408,2025-01-01,2026-08-01,8,baseline
C06858,D04005,2025-01-01,2026-08-01,11,baseline
C06859,D00540,2025-01-01,2026-08-01,10,baseline
C06860,D00037,2025-01-01,2026-08-01,17,baseline
C06861,D00416,2025-01-01,2026-08-01,6,baseline
C06862,D01061,2025-01-01,2026-08-01,8,baseline
C06863,D01704,2025-01-01,2026-08-01,5,baseline
C06864,D00679,2025-01-01,2026-08-01,19,baseline
C06865,D00167,2025-01-01,2026-08-01,1,baseline
C06866,D00350,2025-01-01,2026-08-01,15,baseline
C06867,D03178,2025-01-01,2026-08-01,10,baseline
C06868,D01698,2025-01-01,2026-08-01,20,baseline
C06869,D04333,2025-01-01,2026-08-01,2,baseline
C06870,D04458,2025-01-01,2026-08-01,4,baseline
C06871,D02165,2025-01-01,2026-08-01,10,baseline
C06872,D00742,2025-01-01,2026-08-01,15,baseline
C06873,D03824,2025-01-01,2026-08-01,6,baseline
C06874,D00194,2025-01-01,2026-08-01,18,baseline
C06875,D02417,2025-01-01,2026-08-01,13,baseline
C06876,D03579,2025-01-01,2026-08-01,6,baseline
C06877,D00596,2025-01-01,2026-08-01,19,baseline
C06878,D03779,2025-01-01,2026-08-01,17,baseline
C06879,D01549,2025-01-01,2026-08-01,12,baseline
C06880,D02249,2025-01-01,2026-08-01,7,baseline
C06881,D00762,2025-01-01,2026-08-01,16,baseline
C06882,D02814,2025-01-01,2026-08-01,2,baseline
C06883,D03523,2025-01-01,2026-08-01,1,baseline
C06884,D04915,2025-01-01,2026-08-01,3,baseline
C06885,D01765,2025-01-01,2026-08-01,1,baseline
C06886,D00992,2025-01-01,2026-08-01,5,baseline
C06887,D00530,2025-01-01,2026-08-01,20,baseline
C06888,D00638,2025-01-01,2026-08-01,2,baseline
C06889,D04221,2025-01-01,2026-08-01,9,baseline
C06890,D03336,2025-01-01,2026-08-01,11,baseline
C06891,D02491,2025-01-01,2026-08-01,17,baseline
C06892,D01082,2025-01-01,2026-08-01,14,baseline
C06893,D01103,2025-01-01,2026-08-01,7,baseline
C06894,D01751,2025-01-01,2026-08-01,2,baseline
C06895,D00351,2025-01-01,2026-08-01,13,baseline
C06896,D01044,2025-01-01,2026-08-01,12,baseline
C06897,D04619,2025-01-01,2026-08-01,12,baseline
C06898,D04855,2025-01-01,2026-08-01,3,baseline
C06899,D01605,2025-01-01,2026-08-01,12,baseline
C06900,D02340,2025-01-01,2026-08-01,4,baseline
C06901,D02322,2025-01-01,2026-08-01,10,baseline
C06902,D04708,2025-01-01,2026-08-01,11,baseline
C06903,D00582,2025-01-01,2026-08-01,18,baseline
C06904,D00051,2025-01-01,2026-08-01,4,baseline
C06905,D00162,2025-01-01,2026-08-01,17,baseline
C06906,D04216,2025-01-01,2026-08-01,19,baseline
C06907,D00803,2025-01-01,2026-08-01,3,baseline
C06908,D01600,2025-01-01,2026-08-01,9,baseline
C06909,D00128,2025-01-01,2026-08-01,4,baseline
C06910,D02988,2025-01-01,2026-08-01,9,baseline
C06911,D04293,2025-01-01,2026-08-01,8,baseline
C06912,D02233,2025-01-01,2026-08-01,5,baseline
C06913,D03425,2025-01-01,2026-08-01,7,baseline
C06914,D03886,2025-01-01,2026-08-01,14,baseline
C06915,D04654,2025-01-01,2026-08-01,16,baseline
C06916,D00087,2025-01-01,2026-08-01,4,baseline
C06917,D00576,2025-01-01,2026-08-01,4,baseline
C06918,D00372,2025-01-01,2026-08-01,20,baseline
C06919,D04873,2025-01-01,2026-08-01,17,baseline
C06920,D00058,2025-01-01,2026-08-01,11,baseline
C06921,D03874,2025-01-01,2026-08-01,20,baseline
C06922,D02751,2025-01-01,2026-08-01,17,baseline
C06923,D02126,2025-01-01,2026-08-01,20,baseline
C06924,D04081,2025-01-01,2026-08-01,20,baseline
C06925,D00970,2025-01-01,2026-08-01,18,baseline
C06926,D00429,2025-01-01,2026-08-01,9,baseline
C06927,D00813,2025-01-01,2026-08-01,3,baseline
C06928,D01720,2025-01-01,2026-08-01,7,baseline
C06929,D00482,2025-01-01,2026-08-01,4,baseline
C06930,D03266,2025-01-01,2026-08-01,8,baseline
C06931,D00789,2025-01-01,2026-08-01,8,baseline
C06932,D01710,2025-01-01,2026-08-01,8,baseline
C06933,D01589,2025-01-01,2026-08-01,13,baseline
C06934,D04058,2025-01-01,2026-08-01,19,baseline
C06935,D02399,2025-01-01,2026-08-01,9,baseline
C06936,D04760,2025-01-01,2026-08-01,20,baseline
C06937,D01662,2025-01-01,2026-08-01,12,baseline
C06938,D04010,2025-01-01,2026-08-01,10,baseline
C06939,D04314,2025-01-01,2026-08-01,11,baseline
C06940,D00990,2025-01-01,2026-08-01,5,baseline
C06941,D00517,2025-01-01,2026-08-01,16,baseline
C06942,D00878,2025-01-01,2026-08-01,14,baseline
C06943,D04598,2025-01-01,2026-08-01,20,baseline
C06944,D00197,2025-01-01,2026-08-01,10,baseline
C06945,D02492,2025-01-01,2026-08-01,1,baseline
C06946,D00944,2025-01-01,2026-08-01,9,baseline
C06947,D00644,2025-01-01,2026-08-01,7,baseline
C06948,D03997,2025-01-01,2026-08-01,2,baseline
C06949,D02197,2025-01-01,2026-08-01,15,baseline
C06950,D03243,2025-01-01,2026-08-01,5,baseline
C06951,D03175,2025-01-01,2026-08-01,8,baseline
C06952,D02771,2025-01-01,2026-08-01,15,baseline
C06953,D03451,2025-01-01,2026-08-01,3,baseline
C06954,D03786,2025-01-01,2026-08-01,10,baseline
C06955,D02867,2025-01-01,2026-08-01,11,baseline
C06956,D01840,2025-01-01,2026-08-01,13,baseline
C06957,D04906,2025-01-01,2026-08-01,8,baseline
C06958,D00829,2025-01-01,2026-08-01,13,baseline
C06959,D03045,2025-01-01,2026-08-01,5,baseline
C06960,D03522,2025-01-01,2026-08-01,15,baseline
C06961,D02530,2025-01-01,2026-08-01,8,baseline
C06962,D04018,2025-01-01,2026-08-01,2,baseline
C06963,D02536,2025-01-01,2026-08-01,20,baseline
C06964,D03686,2025-01-01,2026-08-01,19,baseline
C06965,D00413,2025-01-01,2026-08-01,6,baseline
C06966,D04091,2025-01-01,2026-08-01,10,baseline
C06967,D04156,2025-01-01,2026-08-01,20,baseline
C06968,D03198,2025-01-01,2026-08-01,13,baseline
C06969,D00268,2025-01-01,2026-08-01,9,baseline
C06970,D01966,2025-01-01,2026-08-01,14,baseline
C06971,D01701,2025-01-01,2026-08-01,2,baseline
C06972,D02236,2025-01-01,2026-08-01,20,baseline
C06973,D04984,2025-01-01,2026-08-01,14,baseline
C06974,D03742,2025-01-01,2026-08-01,4,baseline
C06975,D03614,2025-01-01,2026-08-01,13,baseline
C06976,D03341,2025-01-01,2026-08-01,16,baseline
C06977,D00145,2025-01-01,2026-08-01,3,baseline
C06978,D04504,2025-01-01,2026-08-01,1,baseline
C06979,D01175,2025-01-01,2026-08-01,10,baseline
C06980,D00567,2025-01-01,2026-08-01,18,baseline
C06981,D00299,2025-01-01,2026-08-01,1,baseline
C06982,D01320,2025-01-01,2026-08-01,12,baseline
C06983,D01751,2025-01-01,2026-08-01,10,baseline
C06984,D03277,2025-01-01,2026-08-01,11,baseline
C06985,D03666,2025-01-01,2026-08-01,1,baseline
C06986,D04606,2025-01-01,2026-08-01,4,baseline
C06987,D01508,2025-01-01,2026-08-01,8,baseline
C06988,D02717,2025-01-01,2026-08-01,19,baseline
C06989,D03484,2025-01-01,2026-08-01,15,baseline
C06990,D03919,2025-01-01,2026-08-01,3,baseline
C06991,D03568,2025-01-01,2026-08-01,17,baseline
C06992,D03681,2025-01-01,2026-08-01,9,baseline
C06993,D02464,2025-01-01,2026-08-01,11,baseline
C06994,D04247,2025-01-01,2026-08-01,18,baseline
C06995,D02617,2025-01-01,2026-08-01,2,baseline
C06996,D01809,2025-01-01,2026-08-01,7,baseline
C06997,D03813,2025-01-01,2026-08-01,17,baseline
C06998,D04647,2025-01-01,2026-08-01,5,baseline
C06999,D03814,2025-01-01,2026-08-01,7,baseline
C07000,D02823,2025-01-01,2026-08-01,18,baseline
C07001,D04768,2025-01-01,2026-08-01,16,baseline
C07002,D01199,2025-01-01,2026-08-01,20,baseline
C07003,D04124,2025-01-01,2026-08-01,15,baseline
C07004,D02775,2025-01-01,2026-08-01,14,baseline
C07005,D01549,2025-01-01,2026-08-01,16,baseline
C07006,D03389,2025-01-01,2026-08-01,18,baseline
C07007,D02011,2025-01-01,2026-08-01,19,baseline
C07008,D02272,2025-01-01,2026-08-01,2,baseline
C07009,D02588,2025-01-01,2026-08-01,7,baseline
C07010,D01479,2025-01-01,2026-08-01,17,baseline
C07011,D04313,2025-01-01,2026-08-01,7,baseline
C07012,D01962,2025-01-01,2026-08-01,3,baseline
C07013,D02500,2025-01-01,2026-08-01,1,baseline
C07014,D03264,2025-01-01,2026-08-01,2,baseline
C07015,D01635,2025-01-01,2026-08-01,16,baseline
C07016,D00649,2025-01-01,2026-08-01,11,baseline
C07017,D03188,2025-01-01,2026-08-01,3,baseline
C07018,D04330,2025-01-01,2026-08-01,2,baseline
C07019,D02213,2025-01-01,2026-08-01,20,baseline
C07020,D00418,2025-01-01,2026-08-01,6,baseline
C07021,D04294,2025-01-01,2026-08-01,1,baseline
C07022,D01618,2025-01-01,2026-08-01,7,baseline
C07023,D01869,2025-01-01,2026-08-01,2,baseline
C07024,D00397,2025-01-01,2026-08-01,10,baseline
C07025,D04973,2025-01-01,2026-08-01,10,baseline
C07026,D03457,2025-01-01,2026-08-01,4,baseline
C07027,D01860,2025-01-01,2026-08-01,14,baseline
C07028,D01337,2025-01-01,2026-08-01,18,baseline
C07029,D01591,2025-01-01,2026-08-01,8,baseline
C07030,D04034,2025-01-01,2026-08-01,11,baseline
C07031,D02091,2025-01-01,2026-08-01,10,baseline
C07032,D04420,2025-01-01,2026-08-01,6,baseline
C07033,D03713,2025-01-01,2026-08-01,9,baseline
C07034,D01830,2025-01-01,2026-08-01,16,baseline
C07035,D01493,2025-01-01,2026-08-01,1,baseline
C07036,D01922,2025-01-01,2026-08-01,19,baseline
C07037,D02294,2025-01-01,2026-08-01,11,baseline
C07038,D00131,2025-01-01,2026-08-01,8,baseline
C07039,D00834,2025-01-01,2026-08-01,19,baseline
C07040,D03200,2025-01-01,2026-08-01,18,baseline
C07041,D04291,2025-01-01,2026-08-01,15,baseline
C07042,D01972,2025-01-01,2026-08-01,20,baseline
C07043,D00234,2025-01-01,2026-08-01,8,baseline
C07044,D03000,2025-01-01,2026-08-01,9,baseline
C07045,D01606,2025-01-01,2026-08-01,14,baseline
C07046,D02903,2025-01-01,2026-08-01,17,baseline
C07047,D04997,2025-01-01,2026-08-01,8,baseline
C07048,D00010,2025-01-01,2026-08-01,20,baseline
C07049,D03544,2025-01-01,2026-08-01,15,baseline
C07050,D00813,2025-01-01,2026-08-01,14,baseline
C07051,D02561,2025-01-01,2026-08-01,14,baseline
C07052,D02788,2025-01-01,2026-08-01,15,baseline
C07053,D04384,2025-01-01,2026-08-01,9,baseline
C07054,D02447,2025-01-01,2026-08-01,15,baseline
C07055,D04587,2025-01-01,2026-08-01,12,baseline
C07056,D04491,2025-01-01,2026-08-01,2,baseline
C07057,D03515,2025-01-01,2026-08-01,3,baseline
C07058,D02561,2025-01-01,2026-08-01,15,baseline
C07059,D03404,2025-01-01,2026-08-01,11,baseline
C07060,D04128,2025-01-01,2026-08-01,9,baseline
C07061,D00653,2025-01-01,2026-08-01,11,baseline
C07062,D03241,2025-01-01,2026-08-01,11,baseline
C07063,D01866,2025-01-01,2026-08-01,19,baseline
C07064,D00171,2025-01-01,2026-08-01,12,baseline
C07065,D00021,2025-01-01,2026-08-01,14,baseline
C07066,D03413,2025-01-01,2026-08-01,17,baseline
C07067,D03103,2025-01-01,2026-08-01,15,baseline
C07068,D04275,2025-01-01,2026-08-01,5,baseline
C07069,D03166,2025-01-01,2026-08-01,11,baseline
C07070,D04626,2025-01-01,2026-08-01,20,baseline
C07071,D01725,2025-01-01,2026-08-01,7,baseline
C07072,D01093,2025-01-01,2026-08-01,20,baseline
C07073,D00989,2025-01-01,2026-08-01,12,baseline
C07074,D02005,2025-01-01,2026-08-01,1,baseline
C07075,D02759,2025-01-01,2026-08-01,3,baseline
C07076,D03362,2025-01-01,2026-08-01,12,baseline
C07077,D01709,2025-01-01,2026-08-01,10,baseline
C07078,D00556,2025-01-01,2026-08-01,19,baseline
C07079,D03090,2025-01-01,2026-08-01,11,baseline
C07080,D02393,2025-01-01,2026-08-01,20,baseline
C07081,D00555,2025-01-01,2026-08-01,14,baseline
C07082,D04163,2025-01-01,2026-08-01,10,baseline
C07083,D01528,2025-01-01,2026-08-01,9,baseline
C07084,D00972,2025-01-01,2026-08-01,10,baseline
C07085,D02717,2025-01-01,2026-08-01,14,baseline
C07086,D01968,2025-01-01,2026-08-01,9,baseline
C07087,D00573,2025-01-01,2026-08-01,9,baseline
C07088,D01490,2025-01-01,2026-08-01,12,baseline
C07089,D02724,2025-01-01,2026-08-01,9,baseline
C07090,D01219,2025-01-01,2026-08-01,17,baseline
C07091,D04938,2025-01-01,2026-08-01,9,baseline
C07092,D00065,2025-01-01,2026-08-01,11,baseline
C07093,D01740,2025-01-01,2026-08-01,9,baseline
C07094,D00246,2025-01-01,2026-08-01,19,baseline
C07095,D03376,2025-01-01,2026-08-01,15,baseline
C07096,D04309,2025-01-01,2026-08-01,1,baseline
C07097,D00872,2025-01-01,2026-08-01,3,baseline
C07098,D02609,2025-01-01,2026-08-01,15,baseline
C07099,D01741,2025-01-01,2026-08-01,8,baseline
C07100,D02704,2025-01-01,2026-08-01,3,baseline
C07101,D03728,2025-01-01,2026-08-01,9,baseline
C07102,D00136,2025-01-01,2026-08-01,14,baseline
C07103,D04115,2025-01-01,2026-08-01,1,baseline
C07104,D01563,2025-01-01,2026-08-01,3,baseline
C07105,D02103,2025-01-01,2026-08-01,14,baseline
C07106,D01621,2025-01-01,2026-08-01,1,baseline
C07107,D01262,2025-01-01,2026-08-01,6,baseline
C07108,D04676,2025-01-01,2026-08-01,12,baseline
C07109,D01198,2025-01-01,2026-08-01,3,baseline
C07110,D03654,2025-01-01,2026-08-01,6,baseline
C07111,D00811,2025-01-01,2026-08-01,9,baseline
C07112,D04510,2025-01-01,2026-08-01,19,baseline
