refund_id,txn_id,requested_at,reason_code,approved
RF0035975,T0035975,2026-02-15 06:50:00,customer_request,True
RF0035977,T0035977,2026-07-04 07:20:00,duplicate,True
RF0035986,T0035986,2026-06-17 10:12:00,other,True
RF0036005,T0036005,2026-04-08 13:05:00,other,True
RF0036015,T0036015,2026-04-21 21:16:00,product_issue,True
RF0036032,T0036032,2026-02-28 20:06:00,other,True
RF0036062,T0036062,2026-05-21 23:16:00,product_issue,True
RF0036063,T0036063,2026-06-03 10:57:00,duplicate,True
RF0036075,T0036075,2026-06-22 23:20:00,duplicate,True
RF0036096,T0036096,2026-01-20 00:22:00,duplicate,True
RF0036111,T0036111,2026-03-19 07:47:00,duplicate,True
RF0036115,T0036115,2026-06-22 14:06:00,duplicate,True
RF0036119,T0036119,2026-06-13 01:53:00,customer_request,True
RF0036128,T0036128,2026-03-01 21:06:00,product_issue,True
RF0036129,T0036129,2026-07-29 23:44:00,customer_request,True
RF0036144,T0036144,2026-03-19 03:28:00,customer_request,True
RF0036147,T0036147,2026-01-08 07:54:00,other,True
RF0036153,T0036153,2026-06-02 14:18:00,product_issue,True
RF0036161,T0036161,2026-04-14 00:59:00,other,True
RF0036174,T0036174,2026-03-22 05:35:00,other,True
RF0036189,T0036189,2026-03-05 16:22:00,other,True
RF0036199,T0036199,2026-05-10 01:36:00,customer_request,True
RF0036212,T0036212,2026-03-14 16:43:00,product_issue,True
RF0036227,T0036227,2026-03-26 21:35:00,other,True
RF0036243,T0036243,2026-03-27 11:08:00,customer_request,True
RF0036247,T0036247,2026-03-14 07:19:00,duplicate,True
RF0036261,T0036261,2026-03-11 11:41:00,other,True
RF0036280,T0036280,2026-07-07 09:03:00,customer_request,True
RF0036293,T0036293,2026-06-19 03:44:00,duplicate,True
RF0036300,T0036300,2026-04-29 06:07:00,duplicate,True
RF0036310,T0036310,2026-05-11 05:41:00,product_issue,True
RF0036317,T0036317,2026-07-01 14:13:00,customer_request,True
RF0036323,T0036323,2026-01-11 14:34:00,product_issue,True
RF0036332,T0036332,2026-03-31 05:23:00,customer_request,True
RF0036336,T0036336,2026-06-24 05:58:00,duplicate,True
RF0036338,T0036338,2026-06-27 12:30:00,other,True
RF0036364,T0036364,2026-04-12 17:46:00,other,True
RF0036405,T0036405,2026-04-24 23:00:00,customer_request,True
RF0036414,T0036414,2026-05-07 17:28:00,duplicate,True
RF0036416,T0036416,2026-05-02 17:53:00,other,True
RF0036426,T0036426,2026-06-10 11:48:00,other,True
RF0036445,T0036445,2026-06-25 01:14:00,duplicate,True
RF0036454,T0036454,2026-01-13 05:27:00,customer_request,True
RF0036457,T0036457,2026-03-11 01:24:00,duplicate,True
RF0036474,T0036474,2026-03-21 00:21:00,duplicate,True
RF0036498,T0036498,2026-02-22 14:11:00,other,True
RF0036500,T0036500,2026-02-11 22:57:00,duplicate,True
RF0036514,T0036514,2026-05-21 20:06:00,customer_request,True
RF0036519,T0036519,2026-07-13 11:28:00,other,True
RF0036535,T0036535,2026-06-06 16:12:00,product_issue,True
RF0036536,T0036536,2026-06-02 23:55:00,duplicate,True
RF0036538,T0036538,2026-01-07 10:01:00,other,True
RF0036544,T0036544,2026-06-13 15:19:00,duplicate,True
RF0036552,T0036552,2026-05-15 07:23:00,customer_request,True
RF0036565,T0036565,2026-01-31 06:29:00,duplicate,True
RF0036571,T0036571,2026-03-06 07:25:00,other,True
RF0036577,T0036577,2026-01-02 07:03:00,product_issue,True
RF0036579,T0036579,2026-04-22 22:48:00,duplicate,True
RF0036601,T0036601,2026-05-19 08:13:00,other,True
RF0036604,T0036604,2026-01-16 22:11:00,customer_request,True
RF0036618,T0036618,2026-05-22 18:12:00,customer_request,True
RF0036634,T0036634,2026-03-12 12:19:00,product_issue,True
RF0036642,T0036642,2026-07-28 22:02:00,other,True
RF0036645,T0036645,2026-02-24 06:06:00,customer_request,True
RF0036653,T0036653,2026-07-25 05:40:00,product_issue,True
RF0036692,T0036692,2026-05-19 09:33:00,customer_request,True
RF0036705,T0036705,2026-06-22 15:12:00,customer_request,True
RF0036709,T0036709,2026-05-01 00:51:00,product_issue,True
RF0036710,T0036710,2026-03-10 00:51:00,duplicate,True
RF0036711,T0036711,2026-04-27 02:26:00,customer_request,True
RF0036727,T0036727,2026-06-09 16:40:00,other,True
RF0036730,T0036730,2026-03-02 15:35:00,product_issue,True
RF0036750,T0036750,2026-06-05 03:26:00,customer_request,True
RF0036778,T0036778,2026-05-30 00:47:00,duplicate,True
RF0036791,T0036791,2026-05-12 19:47:00,customer_request,True
RF0036805,T0036805,2026-03-08 20:23:00,product_issue,True
RF0036811,T0036811,2026-03-18 22:01:00,duplicate,True
RF0036814,T0036814,2026-06-17 13:11:00,product_issue,True
RF0036817,T0036817,2026-01-17 09:08:00,other,True
RF0036836,T0036836,2026-03-09 18:03:00,other,True
RF0036837,T0036837,2026-06-28 03:27:00,customer_request,True
RF0036848,T0036848,2026-04-06 06:45:00,customer_request,True
RF0036850,T0036850,2026-02-07 10:03:00,product_issue,True
RF0036858,T0036858,2026-02-04 07:32:00,product_issue,True
RF0036872,T0036872,2026-04-28 08:27:00,customer_request,True
RF0036875,T0036875,2026-07-21 12:34:00,product_issue,True
RF0036884,T0036884,2026-07-31 03:28:00,product_issue,True
RF0036901,T0036901,2026-04-18 23:01:00,other,True
RF0036913,T0036913,2026-07-17 12:24:00,customer_request,True
RF0036916,T0036916,2026-06-13 07:05:00,other,True
RF0036932,T0036932,2026-01-23 10:15:00,other,True
RF0036951,T0036951,2026-02-10 22:26:00,duplicate,True
RF0036970,T0036970,2026-05-03 16:30:00,customer_request,True
RF0036972,T0036972,2026-06-20 11:57:00,other,True
RF0036976,T0036976,2026-06-25 14:30:00,product_issue,True
RF0036989,T0036989,2026-02-07 23:02:00,duplicate,True
RF0036991,T0036991,2026-04-17 03:56:00,duplicate,True
RF0037003,T0037003,2026-02-05 23:59:00,duplicate,True
RF0037014,T0037014,2026-02-09 00:53:00,other,True
RF0037023,T0037023,2026-04-01 02:45:00,product_issue,True
RF0037028,T0037028,2026-02-23 08:13:00,customer_request,True
RF0037049,T0037049,2026-05-26 01:21:00,customer_request,True
RF0037060,T0037060,2026-05-05 14:10:00,duplicate,True
RF0037070,T0037070,2026-04-14 22:40:00,customer_request,True
RF0037075,T0037075,2026-07-05 10:36:00,customer_request,True
RF0037082,T0037082,2026-01-06 20:28:00,other,True
RF0037112,T0037112,2026-03-23 04:35:00,other,True
RF0037134,T0037134,2026-07-08 18:55:00,duplicate,True
RF0037152,T0037152,2026-02-12 03:05:00,other,True
RF0037160,T0037160,2026-06-05 09:55:00,customer_request,True
RF0037165,T0037165,2026-05-04 16:44:00,other,True
RF0037166,T0037166,2026-04-01 00:53:00,other,True
RF0037173,T0037173,2026-05-14 22:53:00,product_issue,True
RF0037177,T0037177,2026-01-21 03:06:00,product_issue,True
RF0037186,T0037186,2026-01-13 15:53:00,duplicate,True
RF0037191,T0037191,2026-07-02 04:23:00,customer_request,True
RF0037211,T0037211,2026-02-18 04:21:00,product_issue,True
RF0037213,T0037213,2026-05-09 07:07:00,other,True
RF0037215,T0037215,2026-01-11 07:27:00,customer_request,True
RF0037221,T0037221,2026-01-19 09:18:00,other,True
RF0037236,T0037236,2026-03-01 18:32:00,other,True
RF0037237,T0037237,2026-01-22 17:15:00,other,True
RF0037238,T0037238,2026-03-07 02:33:00,other,True
RF0037245,T0037245,2026-01-22 10:23:00,duplicate,True
RF0037253,T0037253,2026-07-24 05:42:00,other,True
RF0037254,T0037254,2026-02-17 04:58:00,other,True
RF0037273,T0037273,2026-05-21 00:39:00,duplicate,True
RF0037281,T0037281,2026-03-21 07:16:00,duplicate,True
RF0037291,T0037291,2026-06-04 03:46:00,other,True
RF0037307,T0037307,2026-01-27 14:25:00,duplicate,True
RF0037308,T0037308,2026-05-19 13:34:00,other,True
RF0037324,T0037324,2026-02-13 01:21:00,other,True
RF0037326,T0037326,2026-05-23 14:01:00,customer_request,True
RF0037342,T0037342,2026-04-07 14:36:00,duplicate,True
RF0037345,T0037345,2026-03-27 09:21:00,customer_request,True
RF0037351,T0037351,2026-01-17 12:53:00,product_issue,True
RF0037357,T0037357,2026-04-13 22:15:00,duplicate,True
RF0037361,T0037361,2026-04-05 07:00:00,product_issue,True
RF0037362,T0037362,2026-03-22 21:05:00,duplicate,True
RF0037363,T0037363,2026-03-11 13:12:00,customer_request,True
RF0037379,T0037379,2026-05-20 14:53:00,duplicate,True
RF0037380,T0037380,2026-06-03 11:16:00,other,True
RF0037383,T0037383,2026-01-08 20:36:00,other,True
RF0037414,T0037414,2026-01-16 04:05:00,product_issue,True
RF0037421,T0037421,2026-02-14 04:55:00,customer_request,True
RF0037428,T0037428,2026-04-03 18:14:00,product_issue,True
RF0037440,T0037440,2026-05-10 09:46:00,customer_request,True
RF0037448,T0037448,2026-01-07 11:07:00,product_issue,True
RF0037454,T0037454,2026-05-18 01:17:00,customer_request,True
RF0037469,T0037469,2026-04-25 09:35:00,other,True
RF0037478,T0037478,2026-06-27 04:39:00,duplicate,True
RF0037485,T0037485,2026-02-08 19:05:00,other,True
RF0037502,T0037502,2026-05-15 17:31:00,product_issue,True
RF0037539,T0037539,2026-01-29 16:04:00,duplicate,True
RF0037552,T0037552,2026-05-18 23:33:00,product_issue,True
RF0037557,T0037557,2026-02-16 17:22:00,duplicate,True
RF0037558,T0037558,2026-05-27 17:42:00,duplicate,True
RF0037560,T0037560,2026-02-07 02:31:00,duplicate,True
RF0037572,T0037572,2026-01-23 06:31:00,duplicate,True
RF0037605,T0037605,2026-07-24 09:57:00,duplicate,True
RF0037608,T0037608,2026-06-06 00:24:00,duplicate,True
RF0037609,T0037609,2026-04-05 04:29:00,duplicate,True
RF0037612,T0037612,2026-07-21 12:53:00,customer_request,True
RF0037617,T0037617,2026-01-14 00:39:00,duplicate,True
RF0037620,T0037620,2026-06-01 21:18:00,other,True
RF0037622,T0037622,2026-01-07 19:44:00,product_issue,True
RF0037629,T0037629,2026-02-01 06:27:00,duplicate,True
RF0037638,T0037638,2026-01-18 03:08:00,customer_request,True
RF0037663,T0037663,2026-06-02 03:03:00,duplicate,True
RF0037678,T0037678,2026-04-23 08:50:00,other,True
RF0037682,T0037682,2026-07-20 13:32:00,duplicate,True
RF0037686,T0037686,2026-06-26 12:01:00,other,True
RF0037687,T0037687,2026-07-24 05:50:00,product_issue,True
RF0037691,T0037691,2026-02-08 15:31:00,duplicate,True
RF0037692,T0037692,2026-01-21 20:18:00,other,True
RF0037703,T0037703,2026-04-07 20:04:00,duplicate,True
RF0037708,T0037708,2026-03-09 09:50:00,duplicate,True
RF0037712,T0037712,2026-06-04 02:36:00,other,True
RF0037717,T0037717,2026-02-24 15:30:00,customer_request,True
RF0037719,T0037719,2026-04-13 15:41:00,customer_request,True
RF0037722,T0037722,2026-07-27 12:30:00,duplicate,True
RF0037725,T0037725,2026-01-15 08:36:00,duplicate,True
RF0037743,T0037743,2026-04-10 05:41:00,customer_request,True
RF0037751,T0037751,2026-06-20 14:33:00,other,True
RF0037763,T0037763,2026-05-07 11:24:00,customer_request,True
RF0037774,T0037774,2026-04-15 23:17:00,duplicate,True
RF0037776,T0037776,2026-06-20 00:28:00,other,True
RF0037808,T0037808,2026-01-24 15:45:00,customer_request,True
RF0037818,T0037818,2026-04-18 16:04:00,customer_request,True
RF0037824,T0037824,2026-07-24 07:49:00,other,True
RF0037831,T0037831,2026-06-03 13:29:00,other,True
RF0037837,T0037837,2026-05-08 07:00:00,customer_request,True
RF0037853,T0037853,2026-05-17 20:18:00,other,True
RF0037857,T0037857,2026-07-11 17:57:00,customer_request,True
RF0037863,T0037863,2026-05-18 21:16:00,other,True
RF0037878,T0037878,2026-07-09 21:55:00,other,True
RF0037919,T0037919,2026-06-28 05:14:00,product_issue,True
RF0037930,T0037930,2026-05-19 00:33:00,customer_request,True
RF0037964,T0037964,2026-05-16 08:17:00,customer_request,True
RF0037987,T0037987,2026-02-20 19:51:00,product_issue,True
RF0038021,T0038021,2026-06-03 00:17:00,customer_request,True
RF0038034,T0038034,2026-05-24 01:00:00,other,True
RF0038037,T0038037,2026-02-20 04:03:00,customer_request,True
RF0038045,T0038045,2026-06-15 16:49:00,customer_request,True
RF0038088,T0038088,2026-06-11 01:14:00,product_issue,True
RF0038089,T0038089,2026-06-21 03:03:00,product_issue,True
RF0038092,T0038092,2026-03-18 01:21:00,duplicate,True
RF0038131,T0038131,2026-07-25 17:10:00,customer_request,True
RF0038132,T0038132,2026-07-16 09:34:00,other,True
RF0038140,T0038140,2026-03-24 14:08:00,other,True
RF0038141,T0038141,2026-04-29 17:46:00,customer_request,True
RF0038163,T0038163,2026-04-22 22:55:00,duplicate,True
RF0038170,T0038170,2026-01-17 18:14:00,duplicate,True
RF0038171,T0038171,2026-04-22 06:13:00,other,True
RF0038172,T0038172,2026-03-21 23:19:00,customer_request,True
RF0038181,T0038181,2026-02-04 20:10:00,other,True
RF0038197,T0038197,2026-04-19 03:03:00,product_issue,True
RF0038199,T0038199,2026-01-23 22:47:00,other,True
RF0038205,T0038205,2026-01-17 17:46:00,product_issue,True
RF0038218,T0038218,2026-04-18 08:23:00,customer_request,True
RF0038225,T0038225,2026-05-30 14:43:00,customer_request,True
RF0038237,T0038237,2026-04-04 07:39:00,other,True
RF0038244,T0038244,2026-04-22 12:33:00,other,True
RF0038260,T0038260,2026-01-08 19:33:00,duplicate,True
RF0038264,T0038264,2026-01-06 23:12:00,other,True
RF0038268,T0038268,2026-04-25 10:44:00,customer_request,True
RF0038296,T0038296,2026-05-12 09:40:00,duplicate,True
RF0038305,T0038305,2026-04-09 09:38:00,product_issue,True
RF0038315,T0038315,2026-07-12 17:58:00,product_issue,True
RF0038334,T0038334,2026-07-29 18:30:00,duplicate,True
RF0038345,T0038345,2026-01-15 04:36:00,other,True
RF0038348,T0038348,2026-03-01 12:21:00,customer_request,True
RF0038355,T0038355,2026-07-14 02:28:00,duplicate,True
RF0038356,T0038356,2026-06-11 14:56:00,product_issue,True
RF0038357,T0038357,2026-05-15 08:42:00,customer_request,True
RF0038421,T0038421,2026-04-15 00:06:00,product_issue,True
RF0038426,T0038426,2026-04-18 00:21:00,other,True
RF0038429,T0038429,2026-06-22 16:56:00,product_issue,True
RF0038430,T0038430,2026-07-10 02:56:00,customer_request,True
RF0038433,T0038433,2026-01-07 11:34:00,product_issue,True
RF0038446,T0038446,2026-03-19 08:47:00,other,True
RF0038457,T0038457,2026-02-28 16:11:00,product_issue,True
RF0038459,T0038459,2026-02-17 16:58:00,duplicate,True
RF0038464,T0038464,2026-01-15 19:34:00,duplicate,True
RF0038465,T0038465,2026-05-12 23:16:00,product_issue,True
RF0038474,T0038474,2026-01-03 05:41:00,customer_request,True
RF0038478,T0038478,2026-03-29 08:20:00,customer_request,True
RF0038496,T0038496,2026-07-13 12:46:00,duplicate,True
RF0038501,T0038501,2026-02-23 01:27:00,other,True
RF0038513,T0038513,2026-01-14 04:39:00,product_issue,True
RF0038528,T0038528,2026-07-15 05:12:00,product_issue,True
RF0038530,T0038530,2026-05-28 16:54:00,product_issue,True
RF0038531,T0038531,2026-01-04 14:40:00,product_issue,True
RF0038534,T0038534,2026-06-28 15:12:00,other,True
RF0038541,T0038541,2026-01-14 14:35:00,duplicate,True
RF0038542,T0038542,2026-04-23 02:47:00,other,True
RF0038558,T0038558,2026-07-23 16:47:00,product_issue,True
RF0038562,T0038562,2026-06-01 19:46:00,other,True
RF0038565,T0038565,2026-05-30 07:51:00,duplicate,True
RF0038568,T0038568,2026-01-05 15:44:00,customer_request,True
RF0038571,T0038571,2026-01-31 07:36:00,duplicate,True
RF0038572,T0038572,2026-06-09 16:00:00,duplicate,True
RF0038617,T0038617,2026-06-20 05:35:00,customer_request,True
RF0038648,T0038648,2026-07-27 11:31:00,other,True
RF0038664,T0038664,2026-02-15 04:55:00,customer_request,True
RF0038668,T0038668,2026-03-02 00:04:00,product_issue,True
RF0038682,T0038682,2026-05-31 21:52:00,other,True
RF0038738,T0038738,2026-05-23 02:19:00,other,True
RF0038750,T0038750,2026-07-11 22:53:00,duplicate,True
RF0038751,T0038751,2026-01-10 06:29:00,product_issue,True
RF0038759,T0038759,2026-05-05 00:48:00,product_issue,True
RF0038761,T0038761,2026-01-06 13:40:00,duplicate,True
RF0038762,T0038762,2026-02-05 17:09:00,customer_request,True
RF0038765,T0038765,2026-05-02 16:00:00,customer_request,True
RF0038768,T0038768,2026-07-04 07:56:00,duplicate,True
RF0038775,T0038775,2026-07-12 09:35:00,other,True
RF0038788,T0038788,2026-04-18 02:25:00,duplicate,True
RF0038799,T0038799,2026-07-05 21:07:00,other,True
RF0038800,T0038800,2026-07-05 21:43:00,product_issue,True
RF0038841,T0038841,2026-02-08 13:32:00,customer_request,True
RF0038846,T0038846,2026-02-06 04:57:00,customer_request,True
RF0038849,T0038849,2026-02-21 16:47:00,duplicate,True
RF0038854,T0038854,2026-02-12 21:22:00,customer_request,True
RF0038871,T0038871,2026-01-26 18:22:00,duplicate,True
RF0038872,T0038872,2026-08-02 02:30:00,customer_request,True
RF0038877,T0038877,2026-06-26 18:21:00,customer_request,True
RF0038884,T0038884,2026-04-07 15:48:00,duplicate,True
RF0038894,T0038894,2026-05-27 15:54:00,product_issue,True
RF0038903,T0038903,2026-01-17 12:03:00,duplicate,True
RF0038904,T0038904,2026-07-05 04:16:00,duplicate,True
RF0038906,T0038906,2026-01-15 14:41:00,other,True
RF0038907,T0038907,2026-07-27 10:53:00,customer_request,True
RF0038921,T0038921,2026-04-11 19:56:00,product_issue,True
RF0038922,T0038922,2026-05-24 00:18:00,product_issue,True
RF0038926,T0038926,2026-05-25 00:33:00,product_issue,True
RF0038950,T0038950,2026-04-09 04:20:00,customer_request,True
RF0038963,T0038963,2026-05-25 06:23:00,customer_request,True
RF0038972,T0038972,2026-02-25 18:39:00,duplicate,True
RF0038985,T0038985,2026-03-17 08:53:00,other,True
RF0038986,T0038986,2026-03-22 16:23:00,other,True
RF0038996,T0038996,2026-02-09 07:46:00,product_issue,True
RF0039020,T0039020,2026-01-21 00:44:00,customer_request,True
RF0039023,T0039023,2026-03-03 13:33:00,duplicate,True
RF0039030,T0039030,2026-04-15 15:13:00,duplicate,True
RF0039034,T0039034,2026-03-09 16:49:00,duplicate,True
RF0039055,T0039055,2026-07-23 22:22:00,customer_request,True
RF0039063,T0039063,2026-05-28 02:56:00,product_issue,True
RF0039084,T0039084,2026-06-14 16:18:00,product_issue,True
RF0039086,T0039086,2026-06-18 11:38:00,product_issue,True
RF0039134,T0039134,2026-03-21 08:03:00,duplicate,True
RF0039135,T0039135,2026-03-14 15:00:00,product_issue,True
RF0039156,T0039156,2026-07-31 19:37:00,other,True
RF0039164,T0039164,2026-04-22 01:30:00,duplicate,True
RF0039169,T0039169,2026-03-31 16:52:00,other,True
RF0039173,T0039173,2026-03-07 19:47:00,other,True
RF0039175,T0039175,2026-03-01 17:08:00,customer_request,True
RF0039186,T0039186,2026-05-14 11:05:00,duplicate,True
RF0039193,T0039193,2026-03-21 22:35:00,customer_request,True
RF0039200,T0039200,2026-07-20 16:25:00,duplicate,True
RF0039206,T0039206,2026-06-20 16:52:00,customer_request,True
RF0039208,T0039208,2026-03-08 22:33:00,other,True
RF0039218,T0039218,2026-01-19 16:11:00,other,True
RF0039241,T0039241,2026-07-14 01:42:00,other,True
RF0039260,T0039260,2026-05-15 14:56:00,product_issue,True
RF0039262,T0039262,2026-03-07 05:46:00,product_issue,True
RF0039299,T0039299,2026-04-06 05:18:00,customer_request,True
RF0039316,T0039316,2026-01-14 17:05:00,product_issue,True
RF0039320,T0039320,2026-01-10 05:29:00,product_issue,True
RF0039329,T0039329,2026-03-07 18:34:00,duplicate,True
RF0039332,T0039332,2026-01-10 07:46:00,product_issue,True
RF0039334,T0039334,2026-04-21 15:02:00,duplicate,True
RF0039335,T0039335,2026-06-01 06:07:00,other,True
RF0039393,T0039393,2026-02-15 03:34:00,duplicate,True
RF0039408,T0039408,2026-06-27 08:16:00,product_issue,True
RF0039414,T0039414,2026-03-13 16:50:00,customer_request,True
RF0039443,T0039443,2026-07-13 22:38:00,customer_request,True
RF0039462,T0039462,2026-06-23 02:43:00,customer_request,True
RF0039465,T0039465,2026-05-14 17:36:00,other,True
RF0039467,T0039467,2026-02-12 21:40:00,product_issue,True
RF0039478,T0039478,2026-01-26 22:13:00,duplicate,True
RF0039501,T0039501,2026-01-30 02:26:00,duplicate,True
RF0039510,T0039510,2026-07-23 23:07:00,other,True
RF0039515,T0039515,2026-05-28 00:14:00,customer_request,True
RF0039518,T0039518,2026-06-08 08:55:00,other,True
RF0039539,T0039539,2026-03-19 11:17:00,customer_request,True
RF0039543,T0039543,2026-01-26 11:08:00,other,True
RF0039547,T0039547,2026-06-04 19:23:00,duplicate,True
RF0039548,T0039548,2026-02-05 06:33:00,product_issue,True
RF0039559,T0039559,2026-06-21 12:00:00,customer_request,True
RF0039563,T0039563,2026-05-15 10:37:00,product_issue,True
RF0039573,T0039573,2026-05-26 10:58:00,duplicate,True
RF0039582,T0039582,2026-06-05 05:06:00,duplicate,True
RF0039591,T0039591,2026-01-23 12:35:00,other,True
RF0039601,T0039601,2026-01-09 16:26:00,product_issue,True
RF0039604,T0039604,2026-05-13 09:55:00,other,True
RF0039626,T0039626,2026-04-21 22:44:00,duplicate,True
RF0039629,T0039629,2026-07-22 00:57:00,duplicate,True
RF0039638,T0039638,2026-02-04 09:43:00,other,True
RF0039648,T0039648,2026-05-31 09:59:00,product_issue,True
RF0039654,T0039654,2026-02-14 08:08:00,product_issue,True
RF0039664,T0039664,2026-04-17 00:04:00,duplicate,True
RF0039670,T0039670,2026-03-26 21:57:00,product_issue,True
RF0039675,T0039675,2026-04-23 00:53:00,product_issue,True
RF0039679,T0039679,2026-03-07 09:13:00,other,True
RF0039680,T0039680,2026-03-14 15:11:00,other,True
RF0039699,T0039699,2026-02-06 22:02:00,duplicate,True
RF0039700,T0039700,2026-02-04 14:31:00,duplicate,True
RF0039722,T0039722,2026-01-19 17:48:00,other,True
RF0039729,T0039729,2026-03-18 02:43:00,customer_request,True
RF0039730,T0039730,2026-01-26 15:00:00,customer_request,True
RF0039748,T0039748,2026-05-16 19:34:00,duplicate,True
RF0039749,T0039749,2026-03-27 03:35:00,other,True
RF0039750,T0039750,2026-04-02 05:49:00,other,True
RF0039776,T0039776,2026-06-07 14:03:00,other,True
RF0039804,T0039804,2026-06-28 18:11:00,duplicate,True
RF0039806,T0039806,2026-07-13 04:31:00,customer_request,True
RF0039810,T0039810,2026-03-20 20:12:00,duplicate,True
RF0039816,T0039816,2026-01-06 03:47:00,other,True
RF0039843,T0039843,2026-07-26 16:27:00,duplicate,True
RF0039861,T0039861,2026-04-14 11:31:00,customer_request,True
RF0039875,T0039875,2026-01-31 19:29:00,customer_request,True
RF0039882,T0039882,2026-05-23 21:28:00,product_issue,True
RF0039926,T0039926,2026-06-27 12:38:00,product_issue,True
RF0039933,T0039933,2026-06-18 23:56:00,product_issue,True
RF0039938,T0039938,2026-07-07 13:53:00,product_issue,True
RF0039939,T0039939,2026-02-05 02:46:00,other,True
RF0039943,T0039943,2026-01-31 23:05:00,duplicate,True
RF0039946,T0039946,2026-01-30 08:35:00,other,True
RF0039960,T0039960,2026-07-31 23:41:00,other,True
RF0039969,T0039969,2026-06-27 10:24:00,customer_request,True
RF0039983,T0039983,2026-06-29 00:32:00,other,True
RF0039985,T0039985,2026-01-06 16:54:00,duplicate,True
RF0039986,T0039986,2026-05-16 09:31:00,duplicate,True
RF0039990,T0039990,2026-03-08 04:48:00,duplicate,True
RF0039992,T0039992,2026-04-30 17:17:00,other,True
RF0039998,T0039998,2026-05-02 09:23:00,other,True
RF0040006,T0040006,2026-06-20 23:32:00,product_issue,True
RF0040008,T0040008,2026-01-15 19:17:00,product_issue,True
RF0040034,T0040034,2026-01-10 11:00:00,customer_request,True
RF0040047,T0040047,2026-06-27 10:25:00,customer_request,True
RF0040049,T0040049,2026-06-07 20:10:00,customer_request,True
RF0040052,T0040052,2026-01-02 05:10:00,duplicate,True
RF0040063,T0040063,2026-06-07 09:25:00,other,True
RF0040076,T0040076,2026-07-25 07:44:00,product_issue,True
RF0040096,T0040096,2026-07-16 06:12:00,customer_request,True
RF0040104,T0040104,2026-05-24 01:27:00,duplicate,True
RF0040110,T0040110,2026-02-09 06:26:00,product_issue,True
RF0040119,T0040119,2026-01-08 22:44:00,duplicate,True
RF0040132,T0040132,2026-01-19 03:54:00,product_issue,True
RF0040142,T0040142,2026-03-15 15:16:00,duplicate,True
RF0040144,T0040144,2026-05-28 22:28:00,customer_request,True
RF0040146,T0040146,2026-03-27 11:25:00,customer_request,True
RF0040159,T0040159,2026-04-25 14:59:00,product_issue,True
RF0040177,T0040177,2026-01-20 10:51:00,duplicate,True
RF0040180,T0040180,2026-04-19 12:11:00,customer_request,True
RF0040186,T0040186,2026-06-05 22:38:00,customer_request,True
RF0040199,T0040199,2026-07-20 22:25:00,product_issue,True
RF0040204,T0040204,2026-07-23 19:58:00,duplicate,True
RF0040205,T0040205,2026-07-10 08:00:00,product_issue,True
RF0040229,T0040229,2026-03-11 16:32:00,duplicate,True
RF0040233,T0040233,2026-07-27 16:17:00,other,True
RF0040245,T0040245,2026-04-22 00:43:00,customer_request,True
RF0040250,T0040250,2026-04-05 15:40:00,duplicate,True
RF0040256,T0040256,2026-07-14 19:27:00,other,True
RF0040264,T0040264,2026-06-02 21:12:00,customer_request,True
RF0040275,T0040275,2026-05-04 19:41:00,customer_request,True
RF0040278,T0040278,2026-05-08 23:23:00,other,True
RF0040285,T0040285,2026-05-30 23:05:00,customer_request,True
RF0040286,T0040286,2026-03-05 00:28:00,other,True
RF0040289,T0040289,2026-05-25 15:38:00,customer_request,True
RF0040315,T0040315,2026-05-04 11:36:00,other,True
RF0040327,T0040327,2026-06-20 07:27:00,customer_request,True
RF0040329,T0040329,2026-05-04 05:32:00,other,True
RF0040341,T0040341,2026-07-01 19:26:00,customer_request,True
RF0040361,T0040361,2026-07-14 09:12:00,customer_request,True
RF0040383,T0040383,2026-01-08 20:22:00,other,True
RF0040410,T0040410,2026-03-24 08:41:00,other,True
RF0040411,T0040411,2026-06-29 09:33:00,product_issue,True
RF0040416,T0040416,2026-02-17 06:13:00,customer_request,True
RF0040427,T0040427,2026-05-11 15:16:00,customer_request,True
RF0040434,T0040434,2026-07-27 01:51:00,product_issue,True
RF0040439,T0040439,2026-05-25 21:01:00,product_issue,True
RF0040465,T0040465,2026-06-25 08:59:00,other,True
RF0040470,T0040470,2026-05-28 01:56:00,product_issue,True
RF0040508,T0040508,2026-01-15 14:08:00,duplicate,True
RF0040520,T0040520,2026-01-17 17:33:00,customer_request,True
RF0040526,T0040526,2026-03-19 08:56:00,other,True
RF0040547,T0040547,2026-06-26 01:18:00,duplicate,True
RF0040559,T0040559,2026-02-04 03:02:00,other,True
RF0040568,T0040568,2026-01-07 03:40:00,duplicate,True
RF0040584,T0040584,2026-01-02 15:23:00,product_issue,True
RF0040585,T0040585,2026-04-24 14:46:00,other,True
RF0040586,T0040586,2026-01-06 09:11:00,product_issue,True
RF0040587,T0040587,2026-07-27 13:54:00,product_issue,True
RF0040599,T0040599,2026-02-26 23:43:00,duplicate,True
RF0040600,T0040600,2026-03-06 13:18:00,other,True
RF0040619,T0040619,2026-02-23 08:33:00,duplicate,True
RF0040624,T0040624,2026-04-22 00:33:00,customer_request,True
RF0040628,T0040628,2026-03-31 15:41:00,other,True
RF0040646,T0040646,2026-06-04 18:51:00,customer_request,True
RF0040648,T0040648,2026-05-12 01:39:00,product_issue,True
RF0040653,T0040653,2026-07-10 15:27:00,other,True
